signature_id	species	function_label	perturbation_genes	split_group	split	assay_type	source	source_condition	cell_count	cardinality	original_partition	original_oof_fold	component_genes	mapping_status	label_policy	primary_label_score	candidate_label_count	benchmark_eligible	masked_perturbation_features
NORMAN::PTPN12+ZBTB10	human	GO:0006355	PTPN12+ZBTB10	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	ZBTB10+PTPN12	230	2	development	1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	0.48739465740422483	2	true	2
NORMAN::PTPN12+ZBTB25	human	GO:0006355	PTPN12+ZBTB25	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	PTPN12+ZBTB25	257	2	development	2	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	0.48739465740422483	2	true	2
NORMAN::PTPN9	human	GO:0023052	PTPN9	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	PTPN9+ctrl|ctrl+PTPN9	363	1	final_test	-1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	0.944008901563906	1	true	1
NORMAN::PTPN9+UBASH3B	human	GO:0042060	PTPN9+UBASH3B	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	UBASH3B+PTPN9	282	2	development	0	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.059755243873149	3	true	2
NORMAN::RREB1	human	GO:0006351	RREB1	PGC_131a44ad4a21	test	CRISPRa	Norman_CRISPRa	RREB1+ctrl	281	1	development	3	RREB1	primary_go_audit_label	primary_go_weight_x_two_species_ic	2.1885877884801483	2	true	1
NORMAN::RUNX1T1	human	GO:0006355	RUNX1T1	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	RUNX1T1+ctrl|ctrl+RUNX1T1	631	1	development	1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.666306521040085	2	true	1
NORMAN::S1PR2	human	GO:0007010	S1PR2	PGC_920b2cd99e40	train	CRISPRa	Norman_CRISPRa	S1PR2+ctrl	446	1	development	2	S1PR2;SGK1;TBX2;TBX3	primary_go_audit_label	primary_go_weight_x_two_species_ic	2.337495674512243	2	true	1
NORMAN::S1PR2+SGK1	human	GO:0023052	S1PR2+SGK1	PGC_920b2cd99e40	train	CRISPRa	Norman_CRISPRa	SGK1+S1PR2	312	2	final_test	-1	S1PR2;SGK1;TBX2;TBX3	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.3070892483192547	4	true	2
NORMAN::SAMD1	human	GO:0065003	SAMD1	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	SAMD1+ctrl|ctrl+SAMD1	430	1	development	0	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.8433429432060353	4	true	1
NORMAN::SAMD1+TGFBR2	human	GO:0012501	SAMD1+TGFBR2	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	SAMD1+TGFBR2	59	2	development	2	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.6365188618032622	8	true	2
NORMAN::SAMD1+UBASH3B	human	GO:0042060	SAMD1+UBASH3B	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	SAMD1+UBASH3B	209	2	development	1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.059755243873149	7	true	2
NORMAN::SAMD1+ZBTB1	human	GO:0065003	SAMD1+ZBTB1	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	SAMD1+ZBTB1	164	2	development	3	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.8433429432060353	10	true	2
NORMAN::SET	human	GO:0006260	SET	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	SET+ctrl|ctrl+SET	790	1	final_test	-1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	2.983839203880831	7	true	1
NORMAN::SGK1	human	GO:0023052	SGK1	PGC_920b2cd99e40	train	CRISPRa	Norman_CRISPRa	SGK1+ctrl	446	1	development	1	S1PR2;SGK1;TBX2;TBX3	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.3070892483192547	3	true	1
NORMAN::SGK1+TBX2	human	GO:0048856	SGK1+TBX2	PGC_920b2cd99e40	train	CRISPRa	Norman_CRISPRa	SGK1+TBX2	287	2	development	3	S1PR2;SGK1;TBX2;TBX3	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.1394636859914098	5	true	2
NORMAN::SGK1+TBX3	human	GO:0030154	SGK1+TBX3	PGC_920b2cd99e40	train	CRISPRa	Norman_CRISPRa	SGK1+TBX3	243	2	development	0	S1PR2;SGK1;TBX2;TBX3	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.2804176866380774	5	true	2
NORMAN::SLC38A2	human	GO:0055085	SLC38A2	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	ctrl+SLC38A2	280	1	development	2	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	2.046877686778115	3	true	1
NORMAN::SLC4A1	human	GO:0055085	SLC4A1	PGC_3df1fe359493	train	CRISPRa	Norman_CRISPRa	SLC4A1+ctrl	853	1	development	0	SLC4A1	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.657970926290273	1	true	1
NORMAN::SLC6A9	human	GO:0055085	SLC6A9	PGC_1d62d2d0b638	train	CRISPRa	Norman_CRISPRa	SLC6A9+ctrl	441	1	final_test	-1	SLC6A9	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.4737519344802428	1	true	1
NORMAN::SNAI1	human	GO:0030154	SNAI1	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	SNAI1+ctrl|ctrl+SNAI1	380	1	development	1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.99465309286611	5	true	1
NORMAN::SNAI1+UBASH3B	human	GO:0042060	SNAI1+UBASH3B	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	SNAI1+UBASH3B	256	2	development	2	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.059755243873149	7	true	2
NORMAN::SNAI1+ZBTB10	human	GO:0006355	SNAI1+ZBTB10	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	ZBTB10+SNAI1	85	2	development	3	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.3205479179242672	5	true	2
NORMAN::SPI1	human	GO:0006351	SPI1	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	SPI1+ctrl|ctrl+SPI1	506	1	development	0	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	2.2159451358361504	7	true	1
NORMAN::STIL	human	GO:0000278	STIL	PGC_4a58b6c96fd2	train	CRISPRa	Norman_CRISPRa	STIL+ctrl|ctrl+STIL	268	1	development	1	PLK4;STIL	primary_go_audit_label	primary_go_weight_x_two_species_ic	2.0214305547765803	4	true	1
NORMAN::TBX2	human	GO:0006355	TBX2	PGC_920b2cd99e40	train	CRISPRa	Norman_CRISPRa	TBX2+ctrl|ctrl+TBX2	564	1	final_test	-1	S1PR2;SGK1;TBX2;TBX3	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.666306521040085	5	true	1
NORMAN::TBX2+TBX3	human	GO:0006355	TBX2+TBX3	PGC_920b2cd99e40	train	CRISPRa	Norman_CRISPRa	TBX3+TBX2	969	2	development	2	S1PR2;SGK1;TBX2;TBX3	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.666306521040085	6	true	2
NORMAN::TBX3	human	GO:0006355	TBX3	PGC_920b2cd99e40	train	CRISPRa	Norman_CRISPRa	TBX3+ctrl|ctrl+TBX3	559	1	development	3	S1PR2;SGK1;TBX2;TBX3	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.666306521040085	5	true	1
NORMAN::TGFBR2	human	GO:0012501	TGFBR2	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	TGFBR2+ctrl|ctrl+TGFBR2	537	1	final_test	-1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	3.2730377236065245	5	true	1
NORMAN::TMSB4X	human	GO:0023052	TMSB4X	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	TMSB4X+ctrl	462	1	development	0	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.0587422911385962	2	true	1
NORMAN::TP73	human	GO:0012501	TP73	PGC_ad4fdee14bf0	train	CRISPRa	Norman_CRISPRa	TP73+ctrl	218	1	development	1	TP73	primary_go_audit_label	primary_go_weight_x_two_species_ic	2.1474400504582403	5	true	1
NORMAN::TSC22D1	human	GO:0006351	TSC22D1	PGC_b30a17a922cd	train	CRISPRa	Norman_CRISPRa	TSC22D1+ctrl	376	1	development	2	TSC22D1	primary_go_audit_label	primary_go_weight_x_two_species_ic	2.1885877884801483	2	true	1
NORMAN::UBASH3B	human	GO:0042060	UBASH3B	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	UBASH3B+ctrl|ctrl+UBASH3B	983	1	development	1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	2.119510487746298	3	true	1
NORMAN::UBASH3B+ZBTB25	human	GO:0042060	UBASH3B+ZBTB25	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	UBASH3B+ZBTB25	224	2	development	0	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.059755243873149	4	true	2
NORMAN::ZBTB1	human	GO:0006260	ZBTB1	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	ZBTB1+ctrl|ctrl+ZBTB1	602	1	development	2	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	3.0211371939293414	8	true	1
NORMAN::ZBTB10	human	GO:0006355	ZBTB10	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	ZBTB10+ctrl	145	1	development	3	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	0.9747893148084497	1	true	1
NORMAN::ZBTB25	human	GO:0006355	ZBTB25	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	ZBTB25+ctrl|ctrl+ZBTB25	590	1	development	0	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	0.9747893148084497	1	true	1
NORMAN::ZNF318	human	GO:0006355	ZNF318	PGC_fe2c36c93531	train	CRISPRa	Norman_CRISPRa	ZNF318+ctrl	541	1	development	1	AHR;BAK1;BCL2L11;BPGM;CBFA2T3;CBL;CEBPA;CEBPB;CEBPE;CLDN6;CNN1;COL2A1;DLX2;DUSP9;ETS2;FEV;FOSB;FOXA1;FOXA3;FOXF1;FOXL2;HOXB9;HOXC13;IER5L;IGDCC3;IKZF3;IRF1;ISL2;JUN;KLF1;LYL1;MAP2K3;MAP2K6;MAP7D1;MAPK1;MEIS1;OSR2;POU3F2;PRDM1;PRTG;PTPN12;PTPN9;RUNX1T1;SAMD1;SET;SLC38A2;SNAI1;SPI1;TGFBR2;TMSB4X;UBASH3A;UBASH3B;ZBTB1;ZBTB10;ZBTB25;ZC3HAV1;ZNF318	primary_go_audit_label	primary_go_weight_x_two_species_ic	1.0830992386760552	1	true	1
