systematic	common	uniprot	in_orthodb	orthodb_og
YKL208W	CBT1	P36038	N	
YKL209C	STE6	P12866	N	
YKL210W	UBA1	P22515	N	
YKL211C	TRP3	P00937	N	
YKL212W	SAC1	P32368	N	
YKL213C	DOA1	P36037	N	
YKL214C	YRA2	P36036	N	
YKL215C	OXP1	P28273	N	
YKL216W	URA1	P28272	N	
YKL217W	JEN1	P36035	N	
YKL218C	SRY1	P36007	N	
YKL219W	COS9	P36034	N	
YKL220C	FRE2	P36033	N	
YKL221W	MCH2	P36032	N	
YKL222C		P35995	N	
YKL223W		P36031	N	
YKL224C	PAU16	P35994	N	
YKL225W		P36030	N	
YKR001C	VPS1	P21576	N	
YKR002W	PAP1	P29468	N	
YKR003W	OSH6	Q02201	N	
YKR004C	ECM9	Q02202	N	
YKR005C		Q02203	N	
YKR006C	MRPL13	Q02204	N	
YKR007W	MEH1	Q02205	N	
YKR008W	RSC4	Q02206	Y	587115at2759
YKR009C	FOX2	Q02207	N	
YKR010C	TOF2	Q02208	N	
YKR011C		Q02209	N	
YKR012C		P36109	N	
YKR013W	PRY2	P36110	N	
YKR014C	YPT52	P36018	N	
YKR015C		P36111	N	
YKR016W	MIC60	P36112	N	
YKR017C	HEL1	P36113	N	
YKR018C		P36114	N	
YKR019C	IRS4	P36115	N	
YKR020W	VPS51	P36116	N	
YKR021W	ALY1	P36117	N	
YKR022C	NTR2	P36118	N	
YKR023W	RQT4	P36119	N	
YKR024C	DBP7	P36120	N	
YKR025W	RPC37	P36121	N	
YKR026C	GCN3	P14741	N	
YKR027W	BCH2	P36122	N	
YKR028W	SAP190	P36123	N	
YKR029C	SET3	P36124	N	
YKR030W	GMH1	P36125	N	
YKR031C	SPO14	P36126	N	
YKR032W		P36127	N	
YKR033C		P36128	N	
YKR034W	DAL80	P26343	N	
YKR035C	OPI8	P36129	N	
YKR035W-A	DID2	P69771	N	
YKR036C	CAF4	P36130	N	
YKR037C	SPC34	P36131	N	
YKR038C	KAE1	P36132	N	
YKR039W	GAP1	P19145	N	
YKR040C		P36133	N	
YKR041W		P36134	N	
YKR042W	UTH1	P36135	N	
YKR043C	SHB17	P36136	Y	4837993at2759
YKR044W	UIP5	P36137	N	
YKR045C		P36138	N	
YKR046C	PET10	P36139	N	
YKR047W		P36140	N	
YKR048C	NAP1	P25293	Y	673185at2759
YKR049C	FMP46	P36141	N	
YKR050W	TRK2	P28584	N	
YKR051W	HFL1	P36142	N	
YKR052C	MRS4	P23500	N	
YKR053C	YSR3	P23501	N	
YKR054C	DYN1	P36022	N	
YKR055W	RHO4	Q00246	N	
YKR056W	TRM2	P33753	N	
YKR057W	RPS21A	P0C0V8	N	
YKR058W	GLG1	P36143	N	
YKR059W	TIF1; TIF2	P10081	N	
YKR060W	UTP30	P36144	N	
YKR061W	KTR2	P33550	N	
YKR062W	TFA2	P36145	N	
YKR063C	LAS1	P36146	N	
YKR064W	OAF3	P36023	N	
YKR065C	PAM17	P36147	N	
YKR066C	CCP1	P00431	N	
YKR067W	GPT2	P36148	N	
YKR068C	BET3	P36149	N	
YKR069W	MET1	P36150	N	
YKR070W		P36151	N	
YKR071C	DRE2	P36152	N	
YKR072C	SIS2	P36024	N	
YKR073C		P36153	N	
YKR074W	AIM29	P36154	N	
YKR075C		P36155	N	
YKR075W-A		Q8TGM9	N	
YKR076W	ECM4	P36156	N	
YKR077W	MSA2	P36157	N	
YKR078W		P36158	N	
YKR079C	TRZ1	P36159	N	
YKR080W	MTD1	Q02046	N	
YKR081C	RPF2	P36160	N	
YKR082W	NUP133	P36161	N	
YKR083C	DAD2	P36162	N	
YKR084C	HBS1	P32769	N	
YKR085C	MRPL20	P22354	N	
YKR086W	PRP16	P15938	Y	194710at2759
YKR087C	OMA1	P36163	N	
YKR088C	TVP38	P36164	N	
YKR089C	TGL4	P36165	N	
YKR090W	PXL1	P36166	N	
YKR091W	SRL3	P36167	N	
YKR092C	SRP40	P32583	N	
YKR093W	PTR2	P32901	N	
YKR094C	RPL40B	P0CH09	N	
YKR095W	MLP1	Q02455	N	
YKR095W-A	PCC1	Q3E833	N	
YKR096W	ESL2	P36168	N	
YKR097W	PCK1	P10963	N	
YKR098C	UBP11	P36026	N	
YKR099W	BAS1	P22035	N	
YKR100C	SKG1	P36169	N	
YKR101W	SIR1	P21691	N	
YKR102W	FLO10	P36170	N	
YKR103W	NFT1	P0CE68	N	
YKR104W		P0CE69	N	
YKR105C	VBA5	P36172	N	
YKR106W	GEX2	P36173	N	
YLL001W	DNM1	P54861	N	
YLL002W	RTT109	Q07794	N	
YLL003W	SFI1	Q12369	N	
YLL004W	ORC3	P54790	N	
YLL005C	SPO75	Q07798	N	
YLL006W	MMM1	P41800	N	
YLL006W-A		Q3E814	N	
YLL007C	LMO1	Q07799	N	
YLL008W	DRS1	P32892	N	
YLL009C	COX17	Q12287	N	
YLL010C	PSR1	Q07800	Y	4932230at2759
YLL011W	SOF1	P33750	N	
YLL012W	YEH1	Q07804	N	
YLL013C	PUF3	Q07807	N	
YLL014W	EMC6	Q12431	N	
YLL015W	BPT1	P14772	N	
YLL016W	SDC25	P0CF34	N	
YLL017W		P0CF33	N	
YLL018C	DPS1	P04802	N	
YLL018C-A	COX19	Q3E731	N	
YLL019C	KNS1	P32350	Y	4656727at2759
YLL019W-A		Q8TGM8	N	
YLL020C		Q07811	N	
YLL021W	SPA2	P23201	N	
YLL022C	HIF1	Q12373	N	
YLL023C	POM33	Q12164	N	
YLL024C	SSA2	P10592	N	
YLL025W	PAU17	Q12370	N	
YLL026W	HSP104	P31539	N	
YLL027W	ISA1	Q07821	N	
YLL028W	TPO1	Q07824	N	
YLL029W	FRA1	Q07825	N	
YLL030C	RRT7	Q07829	N	
YLL031C	GPI13	Q07830	N	
YLL032C		Q07834	N	
YLL033W	IRC19	Q07843	N	
YLL034C	RIX7	Q07844	N	
YLL035W	GRC3	Q07845	N	
YLL036C	PRP19	P32523	N	
YLL037W		Q07865	N	
YLL038C	ENT4	Q07872	N	
YLL039C	UBI4	P0CG63	Y	733642at2759
YLL040C	VPS13	Q07878	N	
YLL041C	SDH2	P21801	N	
YLL042C	ATG10	Q07879	N	
YLL043W	FPS1	P23900	Y	299393at2759
YLL044W		Q07880	N	
YLL045C	RPL8B	P29453	N	
YLL046C	RNP1	P32385	Y	4990516at2759
YLL047W		Q07881	N	
YLL048C	YBT1	P32386	N	
YLL049W	LDB18	Q07887	N	
YLL050C	COF1	Q03048	N	
YLL051C	FRE6	Q12473	N	
YLL052C	AQY2	P0CD90	N	
YLL053C		P0CD98	N	
YLL054C		Q12244	N	
YLL055W	YCT1	Q12235	N	
YLL056C		Q12177	N	
YLL057C	JLP1	Q12358	N	
YLL058W	HSU1	Q12198	N	
YLL059C		Q12336	N	
YLL060C	GTT2	Q12390	N	
YLL061W	MMP1	Q12372	Y	1723139at2759
YLL062C	MHT1	Q12525	N	
YLL063C	AYT1	Q12226	N	
YLL064C	PAU18	P0CE91	N	
YLL065W		Q99339	N	
YLL066C		Q99208	N	
YLL066W-A		P0CY00	N	
YLL066W-B		Q8TGJ7	N	
YLL067C		Q07888	N	
YLL067W-A		P0CY01	N	
YLR001C		Q07895	N	
YLR002C	NOC3	Q07896	N	
YLR003C	CMS1	Q07897	N	
YLR004C	THI73	Q07904	N	
YLR005W	SSL1	Q04673	N	
YLR006C	SSK1	Q07084	N	
YLR007W	NSE1	Q07913	N	
YLR008C	PAM18	Q07914	N	
YLR009W	RLP24	Q07915	N	
YLR010C	TEN1	Q07921	N	
YLR011W	LOT6	Q07923	N	
YLR012C		Q07927	N	
YLR013W	GAT3	Q07928	N	
YLR014C	PPR1	P07272	N	
YLR015W	BRE2	P43132	N	
YLR016C	PML1	Q07930	N	
YLR017W	MEU1	Q07938	N	
YLR018C	POM34	Q12445	N	
YLR019W	PSR2	Q07949	Y	4932230at2759
YLR020C	YEH2	Q07950	N	
YLR021W	IRC25	Q07951	N	
YLR022C	SDO1	Q07953	N	
YLR023C	IZH3	Q07959	N	
YLR024C	UBR2	Q07963	N	
YLR025W	SNF7	P39929	Y	2617408at2759
YLR026C	SED5	Q01590	N	
YLR027C	AAT2	P23542	N	
YLR028C	ADE16	P54113	N	
YLR029C	RPL15A	P05748	N	
YLR030W		Q07967	N	
YLR031W		Q07978	N	
YLR032W	RAD5	P32849	N	
YLR033W	RSC58	Q07979	N	
YLR034C	SMF3	Q12078	N	
YLR035C	MLH2	Q07980	N	
YLR035C-A	TY1B-LR1	Q12088	N	
YLR035C-B	TY1A-LR1	P0CX68	N	
YLR036C		Q07986	N	
YLR037C	PAU23	Q07987	N	
YLR038C	COX12	Q01519	N	
YLR039C	RIC1	P40395	N	
YLR040C	AFB1	Q07988	N	
YLR041W		Q07989	N	
YLR042C		Q07990	N	
YLR043C	TRX1	P22217	N	
YLR044C	PDC1	P06169	N	
YLR045C	STU2	P46675	N	
YLR046C		Q12253	N	
YLR047C	FRE8	Q12209	N	
YLR048W	RPS0B	P46654	N	
YLR049C		Q12110	N	
YLR050C	EMA19	Q12155	N	
YLR051C	FCF2	Q12035	N	
YLR052W	IES3	Q12345	N	
YLR053C		Q12026	N	
YLR054C	OSW2	Q12202	N	
YLR055C	SPT8	P38915	N	
YLR056W	ERG3	P32353	N	
YLR057W	MNL2	Q12205	N	
YLR058C	SHM2	P37291	N	
YLR059C	REX2	P54964	N	
YLR060W	FRS1	P15624	N	
YLR061W	RPL22A	P05749	N	
YLR062C	BUD28	Q07992	N	
YLR063W	BMT6	Q12291	N	
YLR064W	PER33	Q12144	N	
YLR065C	ENV10	Q99382	N	
YLR066W	SPC3	Q12133	N	
YLR067C	PET309	P32522	N	
YLR068W	FYV7	Q12247	N	
YLR069C	MEF1	P25039	N	
YLR070C	XYL2	Q07993	N	
YLR071C	RGR1	P19263	N	
YLR072W	LAM6	Q08001	N	
YLR073C	RFU1	Q08003	N	
YLR074C	BUD20	Q08004	N	
YLR075W	RPL10	P41805	N	
YLR076C		Q08018	N	
YLR077W	FMP25	Q08023	N	
YLR078C	BOS1	P25385	N	
YLR079W	SIC1	P38634	N	
YLR080W	EMP46	Q12396	N	
YLR081W	GAL2	P13181	N	
YLR082C	SRL2	Q12020	N	
YLR083C	EMP70	P32802	N	
YLR084C	RAX2	Q12465	N	
YLR085C	ARP6	Q12509	N	
YLR086W	SMC4	Q12267	N	
YLR087C	CSF1	Q12150	N	
YLR088W	GAA1	P39012	N	
YLR089C	ALT1	P52893	N	
YLR090W	XDJ1	P39102	Y	76462at2759
YLR091W	GEP5	Q12393	N	
YLR092W	SUL2	Q12325	N	
YLR093C	NYV1	Q12255	N	
YLR094C	GIS3	Q12418	N	
YLR095C	IOC2	Q12072	N	
YLR096W	KIN2	P13186	N	
YLR097C	HRT3	Q12347	N	
YLR098C	CHA4	P43634	N	
YLR099C	ICT1	Q12385	N	
YLR099W-A	MIM2	Q3E798	N	
YLR100W	ERG27	Q12452	N	
YLR101C		Q08027	N	
YLR102C	APC9	Q12107	N	
YLR103C	CDC45	Q08032	N	
YLR104W	LCL2	Q08045	N	
YLR105C	SEN2	P16658	N	
YLR106C	MDN1	Q12019	N	
YLR107W	REX3	Q12090	N	
YLR108C		Q12259	N	
YLR109W	AHP1	P38013	N	
YLR110C	CCW12	Q12127	N	
YLR111W		Q12528	N	
YLR112W		Q12130	N	
YLR113W	HOG1	P32485	N	
YLR114C	AVL9	Q12500	N	
YLR115W	CFT2	Q12102	N	
YLR116W	MSL5	Q12186	N	
YLR117C	CLF1	Q12309	N	
YLR118C		Q12354	N	
YLR119W	SRN2	Q99176	N	
YLR120C	YPS1	P32329	N	
YLR120W-A		Q8TGR1	N	
YLR121C	YPS3	Q12303	N	
YLR122C		Q12312	N	
YLR123C		Q12174	N	
YLR124W		Q12327	N	
YLR125W		Q12138	N	
YLR126C		Q12288	N	
YLR127C	APC2	Q12440	N	
YLR128W	DCN1	Q12395	N	
YLR129W	DIP2	Q12220	N	
YLR130C	ZRT2	Q12436	N	
YLR131C	ACE2	P21192	N	
YLR132C	USB1	Q12208	N	
YLR133W	CKI1	P20485	N	
YLR134W	PDC5	P16467	N	
YLR135W	SLX4	Q12098	N	
YLR136C	TIS11	P47977	N	
YLR137W	RKM5	Q12367	N	
YLR138W	NHA1	Q99271	N	
YLR139C	SLS1	P42900	N	
YLR140W		Q12077	N	
YLR141W	RRN5	Q02983	N	
YLR142W	PUT1	P09368	N	
YLR143W	DPH6	Q12429	N	
YLR144C	ACF2	Q12168	N	
YLR145W	RMP1	Q12530	N	
YLR146C	SPE4	Q12455	N	
YLR146W-A		Q2V2P1	N	
YLR147C	SMD3	P43321	N	
YLR148W	PEP3	P27801	N	
YLR149C		Q99296	N	
YLR149C-A		P0C5P8	N	
YLR150W	STM1	P39015	N	
YLR151C	PCD1	Q12524	N	
YLR152C		P54072	N	
YLR153C	ACS2	P52910	N	
YLR154C	RNH203	Q12338	N	
YLR154C-G		Q3E813	N	
YLR154C-H		P0CY02	N	
YLR154W-A	ART2	Q8TGM7	N	
YLR154W-B		P0C5P9	N	
YLR154W-C	TAR1	Q8TGM6	N	
YLR154W-E	ART3	Q8TGM5	N	
YLR154W-F		P0C5Q0	N	
YLR155C	ASP3-1	P0CZ17	N	
YLR156C-A		P0CY03	N	
YLR156W		P0CE96	N	
YLR157C	ASP3-2	P0CX77	N	
YLR157C-A	TY1A-LR2	P0CX72	N	
YLR157C-B	TY1B-LR2	P0C2I5	N	
YLR157C-C		P0CY04	N	
YLR157W-D		P0CE99	N	
YLR157W-E		P0CF00	N	
YLR158C	ASP3-3	P0CX78	N	
YLR159C-A		P0CY05	N	
YLR159W		P0CE97	N	
YLR160C	ASP3-4	P0CX79	N	
YLR161W		P0CE98	N	
YLR162W		Q06235	N	
YLR162W-A	RRT15	Q3E811	N	
YLR163C	MAS1	P10507	N	
YLR163W-A		P0C5P6	N	
YLR164W	SHH4	Q06236	N	
YLR165C	PUS5	Q06244	N	
YLR166C	SEC10	Q06245	N	
YLR167W	RPS31	P05759	N	
YLR168C	UPS2	P35200	N	
YLR169W		O13561	N	
YLR170C	APS1	P35181	Y	4836479at2759
YLR171W		O13562	N	
YLR172C	DPH5	P32469	N	
YLR173W		Q06247	N	
YLR174W	IDP2	P41939	N	
YLR175W	CBF5	P33322	N	
YLR176C	RFX1	P48743	N	
YLR177W		Q06251	N	
YLR178C	TFS1	P14306	N	
YLR179C		Q06252	N	
YLR180W	SAM1	P10659	N	
YLR181C	VTA1	Q06263	N	
YLR182W	SWI6	P09959	N	
YLR183C	TOS4	Q06266	N	
YLR184W		Q06267	N	
YLR185W	RPL37A	P49166	N	
YLR186W	EMG1	Q06287	N	
YLR187W	SKG3	Q06315	N	
YLR188W	MDL1	P33310	N	
YLR189C	ATG26	Q06321	N	
YLR190W	MMR1	Q06324	N	
YLR191W	PEX13	P80667	N	
YLR192C	HCR1	Q05775	N	
YLR193C	UPS1	Q05776	N	
YLR194C	NCW2	Q05777	N	
YLR195C	NMT1	P14743	N	
YLR196W	PWP1	P21304	N	
YLR197W	NOP56	Q12460	N	
YLR198C		O13530	N	
YLR199C	PBA1	Q05778	N	
YLR200W	YKE2	P52553	N	
YLR201C	COQ9	Q05779	N	
YLR202C		O13531	N	
YLR203C	MSS51	P32335	N	
YLR204W	QRI5	P32344	N	
YLR205C	HMX1	P32339	N	
YLR206W	ENT2	Q05785	Y	5008023at2759
YLR207W	HRD3	Q05787	N	
YLR208W	SEC13	Q04491	N	
YLR209C	PNP1	Q05788	N	
YLR210W	CLB4	P24871	N	
YLR211C	ATG38	Q05789	N	
YLR212C	TUB4	P53378	N	
YLR213C	CRR1	Q05790	N	
YLR214W	FRE1	P32791	N	
YLR215C	CDC123	Q05791	N	
YLR216C	CPR6	P53691	N	
YLR217W		O13532	N	
YLR218C	COA4	Q05809	N	
YLR219W	MSC3	Q05812	N	
YLR220W	CCC1	P47818	N	
YLR221C	RSA3	Q05942	N	
YLR222C	UTP13	Q05946	N	
YLR222C-A		P0C5P7	N	
YLR223C	IFH1	P39520	N	
YLR224W	UCC1	Q05947	N	
YLR225C		Q05948	N	
YLR226W	BUR2	Q05949	N	
YLR227C	ADY4	Q05955	N	
YLR227W-A	TY1A-LR3	P0CX75	N	
YLR227W-B	TY1B-LR3	P0C2I6	N	
YLR228C	ECM22	Q05958	N	
YLR229C	CDC42	P19073	Y	4575358at2759
YLR230W		A0A023PXG7	N	
YLR231C	BNA5	Q05979	N	
YLR232W		O13546	N	
YLR233C	EST1	P17214	N	
YLR234W	TOP3	P13099	N	
YLR235C		A0A023PXP4	N	
YLR236C		A0A023PZG4	N	
YLR237W	THI7	Q05998	N	
YLR238W	FAR10	Q06001	N	
YLR239C	LIP2	Q06005	N	
YLR240W	VPS34	P22543	N	
YLR241W	CSC1	Q06538	N	
YLR242C	ARV1	Q06541	N	
YLR243W	GPN3	Q06543	N	
YLR244C	MAP1	Q01662	N	
YLR245C	CDD1	Q06549	N	
YLR246W	ERF2	Q06551	N	
YLR247C	IRC20	Q06554	N	
YLR248W	RCK2	P38623	N	
YLR249W	YEF3	P16521	N	
YLR250W	SSP120	P39931	N	
YLR251W	SYM1	Q06563	N	
YLR252W		O13573	N	
YLR253W	MCP2	Q06567	N	
YLR254C	NDL1	Q06568	N	
YLR255C		O13574	N	
YLR256W	HAP1	P0CE41	N	
YLR256W-A	TY1A-LR4	P0C2I8	N	
YLR256W-B/YLR256W-C	TY1B-LR4	P0C2I7	N	
YLR257W		Q06146	N	
YLR258W	GSY2	P27472	N	
YLR259C	HSP60	P19882	N	
YLR260W	LCB5	Q06147	N	
YLR261C	VPS63	O13549	N	
YLR262C	YPT6	Q99260	N	
YLR262C-A	TMA7	Q3E764	N	
YLR263W	RED1	P14291	N	
YLR264C-A		Q3E732	N	
YLR264W	RPS28B	P0C0X0	N	
YLR265C	NEJ1	Q06148	N	
YLR266C	PDR8	Q06149	N	
YLR267W	BOP2	Q06150	N	
YLR268W	SEC22	P22214	N	
YLR269C		O13550	N	
YLR270W	DCS1	Q06151	N	
YLR271W		Q06152	N	
YLR272C	YCS4	Q06156	N	
YLR273C	PIG1	Q06216	N	
YLR274W	MCM5	P29496	N	
YLR275W	SMD2	Q06217	N	
YLR276C	DBP9	Q06218	N	
YLR277C	YSH1	Q06224	N	
YLR278C		Q05854	N	
YLR279W		O13540	N	
YLR280C		O13541	N	
YLR281C		Q05863	N	
YLR282C		O13542	N	
YLR283W		Q05867	N	
YLR284C	ECI1	Q05871	N	
YLR285C-A		Q3E771	N	
YLR285W	NNT1	Q05874	N	
YLR286C	CTS1	P29029	N	
YLR286W-A		Q8TGM4	N	
YLR287C		Q05881	N	
YLR287C-A	RPS30A	P0CX33	N	
YLR288C	MEC3	Q02574	N	
YLR289W	GUF1	P46943	N	
YLR290C	COQ11	Q05892	N	
YLR291C	GCD7	P32502	N	
YLR292C	SEC72	P39742	N	
YLR293C	GSP1	P32835	Y	2612708at2759
YLR294C		O13543	N	
YLR295C	ATP14	Q12349	N	
YLR296W		Q05898	N	
YLR297W		Q05899	N	
YLR298C	YHC1	Q05900	N	
YLR299C-A		Q8TGM3	N	
YLR299W	ECM38	Q05902	N	
YLR300W	EXG1	P23776	N	
YLR301W	HRI1	Q05905	N	
YLR302C		O13544	N	
YLR303W	MET17	P06106	N	
YLR304C	ACO1	P19414	N	
YLR305C	STT4	P37297	N	
YLR306W	UBC12	P52491	N	
YLR307C-A		Q3E825	N	
YLR307W	CDA1	Q06702	N	
YLR308W	CDA2	Q06703	N	
YLR309C	IMH1	Q06704	N	
YLR310C	CDC25	P04821	N	
YLR311C		Q06158	N	
YLR312C	ATG39	Q06159	N	
YLR312W-A	MRPL15	P36523	N	
YLR313C	SPH1	Q06160	N	
YLR314C	CDC3	P32457	Y	2731767at2759
YLR315W	NKP2	Q06162	N	
YLR316C	TAD3	Q9URQ3	N	
YLR317W		O13553	N	
YLR318W	EST2	Q06163	N	
YLR319C	BUD6	P41697	N	
YLR320W	MMS22	Q06164	N	
YLR321C	SFH1	Q06168	N	
YLR322W	VPS65	O13554	N	
YLR323C	CWC24	P53769	N	
YLR324W	PEX30	Q06169	N	
YLR325C	RPL38	P49167	N	
YLR326W		Q06170	N	
YLR327C	TMA10	Q06177	N	
YLR328W	NMA1	Q06178	N	
YLR329W	REC102	Q02721	N	
YLR330W	CHS5	Q12114	N	
YLR331C	JIP3	O13555	N	
YLR332W	MID2	P36027	N	
YLR333C	RPS25B	P0C0T4	N	
YLR334C		Q06127	N	
YLR335W	NUP2	P32499	N	
YLR336C	SGD1	Q06132	N	
YLR337C	VRP1	P37370	N	
YLR338W	OPI9	O94084	N	
YLR339C		O94085	N	
YLR340W	RPP0	P05317	N	
YLR341W	SPO77	Q06134	N	
YLR342W	FKS1	P38631	N	
YLR342W-A		Q3E810	N	
YLR343W	GAS2	Q06135	N	
YLR344W	RPL26A	P05743	N	
YLR345W		Q06137	N	
YLR346C	CIS1	Q06139	N	
YLR347C	KAP95	Q06142	N	
YLR347W-A		Q8TGM2	N	
YLR348C	DIC1	Q06143	N	
YLR349W		O94086	N	
YLR350W	ORM2	Q06144	N	
YLR351C	NIT3	P49954	N	
YLR352W		Q06479	N	
YLR353W	BUD8	P41698	N	
YLR354C	TAL1	P15019	N	
YLR355C	ILV5	P06168	N	
YLR356W	ATG33	Q06485	N	
YLR357W	RSC2	Q06488	N	
YLR358C		O13565	N	
YLR359W	ADE13	Q05911	N	
YLR360W	VPS38	Q05919	N	
YLR361C	DCR2	Q05924	N	
YLR361C-A		Q3E795	N	
YLR362W	STE11	P23561	N	
YLR363C	NMD4	Q12129	N	
YLR363W-A		Q3E747	N	
YLR364C-A		P0C5Q1	N	
YLR364W	GRX8	Q05926	N	
YLR365W		Q7LIF2	N	
YLR366W		Q7LIF1	N	
YLR367W	RPS22B	Q3E7Y3	N	
YLR368W	MDM30	Q05930	N	
YLR369W	SSQ1	Q05931	N	
YLR370C	ARC18	Q05933	N	
YLR371W	ROM2	P51862	N	
YLR372W	ELO3	P40319	N	
YLR373C	VID22	Q05934	N	
YLR374C		O13545	N	
YLR375W	STP3	Q05937	N	
YLR376C	PSY3	Q12318	N	
YLR377C	FBP1	P09201	N	
YLR378C	SEC61	P32915	N	
YLR379W		O13579	N	
YLR379W-A		A0A8D9UGQ7	N	
YLR380W	CSR1	Q06705	N	
YLR381W	CTF3	Q12748	N	
YLR382C	NAM2	P11325	N	
YLR383W	SMC6	Q12749	N	
YLR384C	IKI3	Q06706	N	
YLR385C	SWC7	Q06707	N	
YLR386W	VAC14	Q06708	N	
YLR387C	REH1	Q06709	N	
YLR388W	RPS29A	P41057	N	
YLR389C	STE23	Q06010	N	
YLR390W	ECM19	Q06011	N	
YLR390W-A	CCW14	O13547	N	
YLR392C	ART10	P18634	N	
YLR393W	ATP10	P18496	N	
YLR394W	CST9	Q06032	N	
YLR395C	COX8	P04039	N	
YLR396C	VPS33	P20795	N	
YLR397C	AFG2	P32794	N	
YLR398C	SKI2	P35207	N	
YLR399C	BDF1	P35817	N	
YLR399W-A		Q8TGM1	N	
YLR400W		Q06051	N	
YLR401C	DUS3	Q06053	N	
YLR402W		Q06057	N	
YLR403W	SFP1	P32432	N	
YLR404W	SEI1	Q06058	N	
YLR405W	DUS4	Q06063	N	
YLR406C	RPL31B	P0C2H9	N	
YLR406C-A		Q8TGT1	N	
YLR407W		Q06070	N	
YLR408C	BLS1	Q06071	N	
YLR409C	UTP21	Q06078	N	
YLR410W	VIP1	Q06685	N	
YLR410W-A	TY2A-LR1	P0C2J4	N	
YLR410W-B	TY2B-LR1	P0C2J3	N	
YLR411W	CTR3	Q06686	N	
YLR412C-A		Q3E742	N	
YLR412W	BER1	Q06688	N	
YLR413W		Q06689	N	
YLR414C	PUN1	Q06991	N	
YLR415C		O13578	N	
YLR416C		Q06695	N	
YLR417W	VPS36	Q06696	N	
YLR418C	CDC73	Q06697	N	
YLR419W		Q06698	N	
YLR420W	URA4	P20051	N	
YLR421C	RPN13	O13563	N	
YLR422W	DCK1	Q06409	N	
YLR423C	ATG17	Q06410	N	
YLR424C-A	TY2B-LR2	P0C2J5	N	
YLR424C-B	TY2A-LR2	P0C2J6	N	
YLR424W	SPP382	Q06411	N	
YLR425W	TUS1	Q06412	N	
YLR426W	TDA5	Q06417	N	
YLR427W	MAG2	Q06436	N	
YLR428C		O13564	N	
YLR429W	CRN1	Q06440	Y	4944375at2759
YLR430W	SEN1	Q00416	N	
YLR431C	ATG23	Q06671	N	
YLR432W	IMD3	P50095	N	
YLR433C	CNA1	P23287	Y	2203190at2759
YLR434C		O13576	N	
YLR435W	TSR2	Q06672	N	
YLR436C	ECM30	Q06673	N	
YLR437C	DIF1	O13577	N	
YLR437C-A		Q8TGR0	N	
YLR438C-A	LSM3	P57743	N	
YLR438W	CAR2	P07991	N	
YLR439W	MRPL4	P36517	N	
YLR440C	SEC39	Q12745	N	
YLR441C	RPS1A	P33442	N	
YLR442C	SIR3	P06701	N	
YLR443W	ECM7	Q06200	N	
YLR444C		O13560	N	
YLR445W	GMC2	Q06201	N	
YLR446W	NGK1	Q06204	N	
YLR447C	VMA6	P32366	N	
YLR448W	RPL6B	P05739	N	
YLR449W	FPR4	Q06205	N	
YLR450W	HMG2	P12684	N	
YLR451W	LEU3	P08638	N	
YLR452C	SST2	P11972	N	
YLR453C	RIF2	Q06208	N	
YLR454W	FMP27	Q06179	N	
YLR455W	PDP3	Q06188	N	
YLR456W		Q06199	N	
YLR457C	NBP1	P52919	N	
YLR458W		A0A023PZK9	N	
YLR459W	GAB1	P41733	N	
YLR460C		P54007	N	
YLR461W	PAU4	P53427	N	
YLR462W		O13556	N	
YLR463C		O13557	N	
YLR464W		P0CX17	N	
YLR465C	BSC3	O13558	N	
YLR466C-A		P0CL38	N	
YLR466C-B		Q8TGJ4	N	
YLR466W	YRF1-4	O13559	N	
YLR467C-A		P0CL39	N	
YLR467W	YRF1-5	P0CX21	N	
YML001W	YPT7	P32939	Y	2612708at2759
YML002W		P0CF17	N	
YML003W		P0CF16	N	
YML004C	GLO1	P50107	N	
YML005W	TRM12	Q04235	N	
YML006C	GIS4	Q04233	N	
YML007C-A		Q3E7A6	N	
YML007W	YAP1	P19880	N	
YML008C	ERG6	P25087	N	
YML009C	MRPL39	P36533	N	
YML009C-A		A0A023PYJ0	N	
YML009W-B		Q6B0Y1	N	
YML010W	SPT5	P27692	N	
YML011C	RAD33	Q04231	N	
YML012C-A		Q6B0Y8	N	
YML012W	ERV25	P54837	Y	4273593at2759
YML013W	UBX2	Q04228	N	
YML014W	TRM9	P49957	N	
YML015C	TAF11	Q04226	N	
YML016C	PPZ1	P26570	N	
YML017W	PSP2	P50109	N	
YML018C		Q03730	Y	2612708at2759
YML019W	OST6	Q03723	N	
YML020W		Q03722	N	
YML021C	UNG1	P12887	N	
YML022W	APT1	P49435	N	
YML023C	NSE5	Q03718	N	
YML024W	RPS17A	P02407	N	
YML025C	YML6	P51998	N	
YML026C	RPS18B	P0CX56	N	
YML027W	YOX1	P34161	N	
YML028W	TSA1	P34760	N	
YML029W	USA1	Q03714	N	
YML030W	RCF1	Q03713	N	
YML031C-A		A0A023PXH2	N	
YML031W	NDC1	P32500	N	
YML032C	RAD52	P06778	N	
YML034C-A		A0A023PXP7	N	
YML034W	SRC1	Q03707	N	
YML035C	AMD1	P15274	N	
YML036W	CGI121	Q03705	N	
YML037C		Q03703	N	
YML038C	YMD8	Q03697	N	
YML039W	TY1B-ML2	Q03434	N	
YML040W	TY1A-ML2	P0CX76	N	
YML041C	VPS71	Q03433	N	
YML042W	CAT2	P32796	N	
YML043C	RRN11	Q04712	N	
YML045W	TY1B-ML1	Q04711	N	
YML045W-A	TY1A-ML1	Q04706	N	
