yeast_systematic	yeast_common	yeast_uniprot	human_symbol	human_uniprot	ortholog_type	cluster_id	cluster_score	yeast_confidence	human_confidence	source
YDL154W	MSH5	Q12175	MSH5	O43196	1:1	698	247	1.0	1.0	InParanoid9
YHR073W	OSH3	P38713	OSBPL7	Q9BZF2	m:n	699	246	1.0	0.361	InParanoid9
YHR073W	OSH3	P38713	OSBPL6	Q9BZF3	m:n	699	246	1.0	0.514	InParanoid9
YHR073W	OSH3	P38713	OSBPL3	Q9H4L5	m:n	699	246	1.0	1.0	InParanoid9
YLR253W	MCP2	Q06567	ADCK5	Q3MIX3	m:n	700	246	1.0	0.059	InParanoid9
YLR253W	MCP2	Q06567	ADCK1	Q86TW2	m:n	700	246	1.0	1.0	InParanoid9
YNL169C	PSD1	P39006	PISD	Q9UG56	1:1	701	245	1.0	1.0	InParanoid9
YOL049W	GSH2	Q08220	GSS	P48637	1:1	702	245	1.0	1.0	InParanoid9
YGR261C	APL6	P46682	AP3B1	O00203	m:n	703	244	1.0	1.0	InParanoid9
YGR261C	APL6	P46682	AP3B2	Q13367	m:n	703	244	1.0	0.567	InParanoid9
YML001W	YPT7	P32939	RAB7A	P51149	1:1	704	244	1.0	1.0	InParanoid9
YFR010W	UBP6	P43593	USP14	P54578	1:1	705	244	1.0	1.0	InParanoid9
YDR064W	RPS13	P05756	RPS13	P62277	1:1	706	244	1.0	1.0	InParanoid9
YDR339C	FCF1	Q05498	FCF1	Q9Y324	1:1	707	244	1.0	1.0	InParanoid9
YHR088W	RPF1	P38805	RPF1	Q9H9Y2	1:1	708	243	1.0	1.0	InParanoid9
YOR091W	TMA46	Q12000	ZC3H15	Q8WU90	1:1	709	243	1.0	1.0	InParanoid9
YDR292C	SRP101	P32916	SRPRA	P08240	1:1	710	243	1.0	1.0	InParanoid9
YJL088W	ARG3	P05150	OTC	P00480	1:1	711	243	1.0	1.0	InParanoid9
YDR211W	GCD6	P32501	EIF2B5	Q13144	1:1	712	243	1.0	1.0	InParanoid9
YBL104C	SEA4	P38164	MIOS	Q9NXC5	1:1	713	243	1.0	1.0	InParanoid9
YEL054C	RPL12A	P0CX53	RPL12	P30050	m:n	714	242	1.0	1.0	InParanoid9
YDR418W	RPL12B	P0CX54	RPL12	P30050	m:n	714	242	1.0	1.0	InParanoid9
YEL052W	AFG1	P32317	AFG1L	Q8WV93	1:1	715	242	1.0	1.0	InParanoid9
YEL021W	URA3	P03962	UMPS	P11172	1:1	716	242	1.0	1.0	InParanoid9
YBR010W	HHT1; HHT2	P61830	H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12	P68431	m:n	717	241	1.0	0.625	InParanoid9
YBR010W	HHT1; HHT2	P61830	H3-3A; H3-3B	P84243	m:n	717	241	1.0	1.0	InParanoid9
YBR010W	HHT1; HHT2	P61830	H3-4	Q16695	m:n	717	241	1.0	0.417	InParanoid9
YBR010W	HHT1; HHT2	P61830	H3-7	Q5TEC6	m:n	717	241	1.0	0.417	InParanoid9
YBR010W	HHT1; HHT2	P61830	H3-5	Q6NXT2	m:n	717	241	1.0	0.292	InParanoid9
YBR010W	HHT1; HHT2	P61830	H3C15; H3C14; H3C13	Q71DI3	m:n	717	241	1.0	0.708	InParanoid9
YGL076C	RPL7A	P05737	RPL7	P18124	m:n	718	241	1.0	1.0	InParanoid9
YPL198W	RPL7B	Q12213	RPL7	P18124	m:n	718	241	1.0	1.0	InParanoid9
YAL021C	CCR4	P31384	CNOT6L	Q96LI5	m:n	719	241	1.0	0.702	InParanoid9
YAL021C	CCR4	P31384	CNOT6	Q9ULM6	m:n	719	241	1.0	1.0	InParanoid9
YBR234C	ARC40	P38328	ARPC1B	O15143	m:n	720	241	1.0	0.425	InParanoid9
YBR234C	ARC40	P38328	ARPC1A	Q92747	m:n	720	241	1.0	1.0	InParanoid9
YMR314W	PRE5	P40302	PSMA1	P25786	1:1	721	241	1.0	1.0	InParanoid9
YER005W	YND1	P40009	ENTPD7	Q9NQZ7	m:n	722	240	1.0	1.0	InParanoid9
YER005W	YND1	P40009	ENTPD4	Q9Y227	m:n	722	240	1.0	0.537	InParanoid9
YBR164C	ARL1	P38116	ARL1	P40616	1:1	723	240	1.0	1.0	InParanoid9
YGR278W	CWC22	P53333	CWC22	Q9HCG8	1:1	724	240	1.0	1.0	InParanoid9
YNR041C	COQ2	P32378	COQ2	Q96H96	1:1	725	240	1.0	1.0	InParanoid9
YDR301W	CFT1	Q06632	CPSF1	Q10570	1:1	726	240	1.0	1.0	InParanoid9
YGL141W	HUL5	P53119	UBE3C	Q15386	m:n	727	239	1.0	0.052	InParanoid9
YGL141W	HUL5	P53119	UBE3B	Q7Z3V4	m:n	727	239	1.0	1.0	InParanoid9
YIL148W	RPL40A	P0CH08	UBA52	P62987	m:n	728	239	1.0	1.0	InParanoid9
YKR094C	RPL40B	P0CH09	UBA52	P62987	m:n	728	239	1.0	1.0	InParanoid9
YDR128W	MTC5	Q03897	WDR59	Q6PJI9	1:1	729	239	1.0	1.0	InParanoid9
YDR080W	VPS41	P38959	VPS41	P49754	1:1	730	239	1.0	1.0	InParanoid9
YKL139W	CTK1	Q03957	CDK9	P50750	1:1	731	239	1.0	1.0	InParanoid9
YOL010W	RCL1	Q08096	RCL1	Q9Y2P8	1:1	732	239	1.0	1.0	InParanoid9
YDR155C	CPR1	P14832	PPIF	P30405	m:n	733	238	1.0	1.0	InParanoid9
YDR155C	CPR1	P14832	PPIA	P62937	m:n	733	238	1.0	0.176	InParanoid9
YDR155C	CPR1	P14832	PPIE	Q9UNP9	m:n	733	238	1.0	0.101	InParanoid9
YML078W	CPR3	P25719	PPIF	P30405	m:n	733	238	0.079	1.0	InParanoid9
YML078W	CPR3	P25719	PPIA	P62937	m:n	733	238	0.079	0.176	InParanoid9
YML078W	CPR3	P25719	PPIE	Q9UNP9	m:n	733	238	0.079	0.101	InParanoid9
YOR145C	PNO1	Q99216	PNO1	Q9NRX1	1:1	734	238	1.0	1.0	InParanoid9
YFR047C	BNA6	P43619	QPRT	Q15274	1:1	735	238	1.0	1.0	InParanoid9
YMR131C	RRB1	Q04225	GRWD1	Q9BQ67	1:1	736	238	1.0	1.0	InParanoid9
YER093C	TSC11	P40061	RICTOR	Q6R327	1:1	737	236	1.0	1.0	InParanoid9
YOL016C	CMK2	P22517	PSKH1	P11801	m:n	738	235	0.406	0.094	InParanoid9
YOL016C	CMK2	P22517	CAMK1	Q14012	m:n	738	235	0.406	0.584	InParanoid9
YOL016C	CMK2	P22517	CAMK4	Q16566	m:n	738	235	0.406	0.073	InParanoid9
YOL016C	CMK2	P22517	PNCK	Q6P2M8	m:n	738	235	0.406	0.416	InParanoid9
YOL016C	CMK2	P22517	CAMK1D	Q8IU85	m:n	738	235	0.406	1.0	InParanoid9
YOL016C	CMK2	P22517	CAMKV	Q8NCB2	m:n	738	235	0.406	0.114	InParanoid9
YOL016C	CMK2	P22517	CAMK1G	Q96NX5	m:n	738	235	0.406	0.464	InParanoid9
YFR014C	CMK1	P27466	PSKH1	P11801	m:n	738	235	1.0	0.094	InParanoid9
YFR014C	CMK1	P27466	CAMK1	Q14012	m:n	738	235	1.0	0.584	InParanoid9
YFR014C	CMK1	P27466	CAMK4	Q16566	m:n	738	235	1.0	0.073	InParanoid9
YFR014C	CMK1	P27466	PNCK	Q6P2M8	m:n	738	235	1.0	0.416	InParanoid9
YFR014C	CMK1	P27466	CAMK1D	Q8IU85	m:n	738	235	1.0	1.0	InParanoid9
YFR014C	CMK1	P27466	CAMKV	Q8NCB2	m:n	738	235	1.0	0.114	InParanoid9
YFR014C	CMK1	P27466	CAMK1G	Q96NX5	m:n	738	235	1.0	0.464	InParanoid9
YBL056W	PTC3	P34221	PPM1G	O15355	m:n	739	235	1.0	1.0	InParanoid9
YER089C	PTC2	P39966	PPM1G	O15355	m:n	739	235	0.484	1.0	InParanoid9
YNL006W	LST8	P41318	MLST8	Q9BVC4	1:1	740	235	1.0	1.0	InParanoid9
YJR105W	ADO1	P47143	ADK	P55263	1:1	741	235	1.0	1.0	InParanoid9
YJL060W	BNA3	P47039	KYAT1	Q16773	m:n	742	234	1.0	0.338	InParanoid9
YJL060W	BNA3	P47039	KYAT3	Q6YP21	m:n	742	234	1.0	1.0	InParanoid9
YEL056W	HAT2	P39984	RBBP4	Q09028	m:n	743	234	1.0	1.0	InParanoid9
YEL056W	HAT2	P39984	RBBP7	Q16576	m:n	743	234	1.0	0.849	InParanoid9
YHR070W	TRM5	P38793	TRMT5	Q32P41	1:1	744	234	1.0	1.0	InParanoid9
YCR047C	BUD23	P25627	BUD23	O43709	1:1	745	234	1.0	1.0	InParanoid9
YMR300C	ADE4	P04046	PPAT	Q06203	1:1	746	234	1.0	1.0	InParanoid9
YKL218C	SRY1	P36007	SRR	Q9GZT4	1:1	747	234	1.0	1.0	InParanoid9
YFR028C	CDC14	Q00684	CDC14C	A4D256	m:n	748	233	1.0	0.308	InParanoid9
YFR028C	CDC14	Q00684	CDC14B	O60729	m:n	748	233	1.0	0.325	InParanoid9
YFR028C	CDC14	Q00684	CDC14A	Q9UNH5	m:n	748	233	1.0	1.0	InParanoid9
YEL051W	VMA8	P32610	ATP6V1D	Q9Y5K8	1:1	749	233	1.0	1.0	InParanoid9
YDL205C	HEM3	P28789	HMBS	P08397	1:1	750	233	1.0	1.0	InParanoid9
YDR376W	ARH1	P48360	FDXR	P22570	1:1	751	233	1.0	1.0	InParanoid9
YIL034C	CAP2	P13517	CAPZB	P47756	1:1	752	233	1.0	1.0	InParanoid9
YGR090W	UTP22	P53254	NOL6	Q9H6R4	1:1	753	233	1.0	1.0	InParanoid9
YNR029C	ZNG1	P53729	ZNG1F	Q4V339	m:n	754	232	1.0	0.96	InParanoid9
YNR029C	ZNG1	P53729	ZNG1C	Q5JTY5	m:n	754	232	1.0	0.971	InParanoid9
YNR029C	ZNG1	P53729	ZNG1E	Q5RIA9	m:n	754	232	1.0	0.967	InParanoid9
YNR029C	ZNG1	P53729	ZNG1B	Q8IUF1	m:n	754	232	1.0	0.982	InParanoid9
YNR029C	ZNG1	P53729	ZNG1A	Q9BRT8	m:n	754	232	1.0	1.0	InParanoid9
YAL016W	TPD3	P31383	PPP2R1A	P30153	m:n	755	232	1.0	1.0	InParanoid9
YAL016W	TPD3	P31383	PPP2R1B	P30154	m:n	755	232	1.0	0.776	InParanoid9
YIL149C	MLP2	P40457	TPR	P12270	m:n	756	232	0.066	1.0	InParanoid9
YKR095W	MLP1	Q02455	TPR	P12270	m:n	756	232	1.0	1.0	InParanoid9
YPR041W	TIF5	P38431	EIF5	P55010	1:1	757	232	1.0	1.0	InParanoid9
YDR416W	SYF1	Q04048	XAB2	Q9HCS7	1:1	758	232	1.0	1.0	InParanoid9
YCL004W	PGS1	P25578	PGS1	Q32NB8	1:1	759	232	1.0	1.0	InParanoid9
YGL058W	RAD6	P06104	UBE2A	P49459	m:n	760	231	1.0	1.0	InParanoid9
YGL058W	RAD6	P06104	UBE2B	P63146	m:n	760	231	1.0	1.0	InParanoid9
YGR118W	RPS23A	P0CX29	RPS23	P62266	m:n	761	231	1.0	1.0	InParanoid9
YPR132W	RPS23B	P0CX30	RPS23	P62266	m:n	761	231	1.0	1.0	InParanoid9
YJL001W	PRE3	P38624	PSMB9	P28065	m:n	762	231	1.0	0.137	InParanoid9
YJL001W	PRE3	P38624	PSMB6	P28072	m:n	762	231	1.0	1.0	InParanoid9
YMR243C	ZRC1	P20107	SLC30A1	Q9Y6M5	m:n	763	231	1.0	1.0	InParanoid9
YOR316C	COT1	P32798	SLC30A1	Q9Y6M5	m:n	763	231	0.364	1.0	InParanoid9
YNL003C	PET8	P38921	SLC25A26	Q70HW3	1:1	764	231	1.0	1.0	InParanoid9
YER094C	PUP3	P25451	PSMB3	P49720	1:1	765	230	1.0	1.0	InParanoid9
YFR006W		P43590	PEPD	P12955	1:1	766	230	1.0	1.0	InParanoid9
YIL038C	NOT3	P06102	CNOT3	O75175	1:1	767	230	1.0	1.0	InParanoid9
YGR024C	THG1	P53215	THG1L	Q9NWX6	1:1	768	230	1.0	1.0	InParanoid9
YFR051C	RET2	P43621	ARCN1	P48444	1:1	769	230	1.0	1.0	InParanoid9
YBR296C	PHO89	P38361	SLC20A2	Q08357	m:n	770	229	1.0	0.449	InParanoid9
YBR296C	PHO89	P38361	SLC20A1	Q8WUM9	m:n	770	229	1.0	1.0	InParanoid9
YJR049C	UTR1	P21373	NADK	O95544	m:n	771	229	0.356	1.0	InParanoid9
YEL041W	YEF1	P32622	NADK	O95544	m:n	771	229	1.0	1.0	InParanoid9
YMR293C	HER2	Q03557	QRSL1	Q9H0R6	1:1	772	229	1.0	1.0	InParanoid9
YGR255C	COQ6	P53318	COQ6	Q9Y2Z9	1:1	773	229	1.0	1.0	InParanoid9
YDR365C	ESF1	Q06344	ESF1	Q9H501	1:1	774	229	1.0	1.0	InParanoid9
YKL080W	VMA5	P31412	ATP6V1C1	P21283	m:n	775	228	1.0	1.0	InParanoid9
YKL080W	VMA5	P31412	ATP6V1C2	Q8NEY4	m:n	775	228	1.0	0.453	InParanoid9
YIL129C	TAO3	P40468	FRYL	O94915	m:n	776	228	1.0	1.0	InParanoid9
YIL129C	TAO3	P40468	FRY	Q5TBA9	m:n	776	228	1.0	0.58	InParanoid9
YMR092C	AIP1	P46680	WDR1	O75083	1:1	777	228	1.0	1.0	InParanoid9
YNL227C	JJJ1	P53863	DNAJC21	Q5F1R6	1:1	778	228	1.0	1.0	InParanoid9
YLR299W	ECM38	Q05902	GGT3P	A6NGU5	m:n	779	227	1.0	0.945	InParanoid9
YLR299W	ECM38	Q05902	GGT1	P19440	m:n	779	227	1.0	1.0	InParanoid9
YLR299W	ECM38	Q05902	GGT2P	P36268	m:n	779	227	1.0	0.918	InParanoid9
YLR299W	ECM38	Q05902	GGT5	P36269	m:n	779	227	1.0	0.159	InParanoid9
YDL149W	ATG9	Q12142	ATG9B	Q674R7	m:n	780	227	1.0	0.282	InParanoid9
YDL149W	ATG9	Q12142	ATG9A	Q7Z3C6	m:n	780	227	1.0	1.0	InParanoid9
YIL133C	RPL16A	P26784	RPL13A	P40429	m:n	781	227	1.0	1.0	InParanoid9
YNL069C	RPL16B	P26785	RPL13A	P40429	m:n	781	227	0.789	1.0	InParanoid9
YML021C	UNG1	P12887	UNG	P13051	1:1	782	227	1.0	1.0	InParanoid9
YFL005W	SEC4	P07560	RAB13	P51153	m:n	783	226	1.0	0.247	InParanoid9
YFL005W	SEC4	P07560	RAB8A	P61006	m:n	783	226	1.0	0.677	InParanoid9
YFL005W	SEC4	P07560	RAB10	P61026	m:n	783	226	1.0	0.29	InParanoid9
YFL005W	SEC4	P07560	RAB8B	Q92930	m:n	783	226	1.0	1.0	InParanoid9
YOR101W	RAS1	P01119	RRAS	P10301	m:n	784	226	1.0	0.193	InParanoid9
YOR101W	RAS1	P01119	RRAS2	P62070	m:n	784	226	1.0	1.0	InParanoid9
YNL098C	RAS2	P01120	RRAS	P10301	m:n	784	226	0.309	0.193	InParanoid9
YNL098C	RAS2	P01120	RRAS2	P62070	m:n	784	226	0.309	1.0	InParanoid9
YPL015C	HST2	P53686	SIRT2	Q8IXJ6	m:n	785	226	1.0	0.106	InParanoid9
YPL015C	HST2	P53686	SIRT3	Q9NTG7	m:n	785	226	1.0	1.0	InParanoid9
YCR031C	RPS14A	P06367	RPS14	P62263	m:n	786	226	1.0	1.0	InParanoid9
YJL191W	RPS14B	P39516	RPS14	P62263	m:n	786	226	1.0	1.0	InParanoid9
YDR092W	UBC13	P52490	UBE2N	P61088	m:n	787	226	1.0	1.0	InParanoid9
YDR092W	UBC13	P52490	UBE2NL	Q5JXB2	m:n	787	226	1.0	0.595	InParanoid9
YLR186W	EMG1	Q06287	EMG1	Q92979	1:1	788	226	1.0	1.0	InParanoid9
YIL021W	RPB3	P16370	POLR2C	P19387	1:1	789	226	1.0	1.0	InParanoid9
YOR271C	FSF1	Q12029	SFXN5	Q8TD22	m:n	790	225	1.0	1.0	InParanoid9
YOR271C	FSF1	Q12029	SFXN2	Q96NB2	m:n	790	225	1.0	0.302	InParanoid9
YOR271C	FSF1	Q12029	SFXN3	Q9BWM7	m:n	790	225	1.0	0.693	InParanoid9
YOR271C	FSF1	Q12029	SFXN1	Q9H9B4	m:n	790	225	1.0	1.0	InParanoid9
YBL082C	ALG3	P38179	ALG3	Q92685	1:1	791	225	1.0	1.0	InParanoid9
YHR188C	GPI16	P38875	PIGT	Q969N2	1:1	792	225	1.0	1.0	InParanoid9
YHL010C	ETP1	P38748	BRAP	Q7Z569	1:1	793	225	1.0	1.0	InParanoid9
YBR241C		P38142	SLC2A1	P11166	m:n	794	224	1.0	1.0	InParanoid9
YBR241C		P38142	SLC2A2	P11168	m:n	794	224	1.0	0.425	InParanoid9
YBR241C		P38142	SLC2A3	P11169	m:n	794	224	1.0	0.552	InParanoid9
YBR241C		P38142	SLC2A4	P14672	m:n	794	224	1.0	0.56	InParanoid9
YBR241C		P38142	SLC2A5	P22732	m:n	794	224	1.0	0.227	InParanoid9
YBR241C		P38142	SLC2A7	Q6PXP3	m:n	794	224	1.0	0.21	InParanoid9
YBR241C		P38142	SLC2A14	Q8TDB8	m:n	794	224	1.0	0.53	InParanoid9
YBR241C		P38142	SLC2A11	Q9BYW1	m:n	794	224	1.0	0.126	InParanoid9
YBR241C		P38142	SLC2A9	Q9NRM0	m:n	794	224	1.0	0.19	InParanoid9
YGL104C	VPS73	P53142	SLC2A1	P11166	m:n	794	224	0.33	1.0	InParanoid9
YGL104C	VPS73	P53142	SLC2A2	P11168	m:n	794	224	0.33	0.425	InParanoid9
YGL104C	VPS73	P53142	SLC2A3	P11169	m:n	794	224	0.33	0.552	InParanoid9
YGL104C	VPS73	P53142	SLC2A4	P14672	m:n	794	224	0.33	0.56	InParanoid9
YGL104C	VPS73	P53142	SLC2A5	P22732	m:n	794	224	0.33	0.227	InParanoid9
YGL104C	VPS73	P53142	SLC2A7	Q6PXP3	m:n	794	224	0.33	0.21	InParanoid9
YGL104C	VPS73	P53142	SLC2A14	Q8TDB8	m:n	794	224	0.33	0.53	InParanoid9
YGL104C	VPS73	P53142	SLC2A11	Q9BYW1	m:n	794	224	0.33	0.126	InParanoid9
YGL104C	VPS73	P53142	SLC2A9	Q9NRM0	m:n	794	224	0.33	0.19	InParanoid9
YJL133W	MRS3	P10566	SLC25A28	Q96A46	m:n	795	224	0.64	0.501	InParanoid9
YJL133W	MRS3	P10566	SLC25A37	Q9NYZ2	m:n	795	224	0.64	1.0	InParanoid9
YKR052C	MRS4	P23500	SLC25A28	Q96A46	m:n	795	224	1.0	0.501	InParanoid9
YKR052C	MRS4	P23500	SLC25A37	Q9NYZ2	m:n	795	224	1.0	1.0	InParanoid9
YOR120W	GCY1	P14065	AKR1A1	P14550	m:n	796	224	1.0	1.0	InParanoid9
YDR368W	YPR1	Q12458	AKR1A1	P14550	m:n	796	224	0.496	1.0	InParanoid9
YPR144C	NOC4	Q06512	NOC4L	Q9BVI4	1:1	797	224	1.0	1.0	InParanoid9
YFR002W	NIC96	P34077	NUP93	Q8N1F7	1:1	798	224	1.0	1.0	InParanoid9
YHR104W	GRE3	P38715	AKR1B15	C9JRZ8	m:n	799	223	1.0	0.534	InParanoid9
YHR104W	GRE3	P38715	AKR1B10	O60218	m:n	799	223	1.0	0.59	InParanoid9
YHR104W	GRE3	P38715	AKR1B1	P15121	m:n	799	223	1.0	1.0	InParanoid9
YHR104W	GRE3	P38715	AKR1C4	P17516	m:n	799	223	1.0	0.222	InParanoid9
YHR104W	GRE3	P38715	AKR1C3	P42330	m:n	799	223	1.0	0.215	InParanoid9
YHR104W	GRE3	P38715	AKR1D1	P51857	m:n	799	223	1.0	0.255	InParanoid9
YHR104W	GRE3	P38715	AKR1C2	P52895	m:n	799	223	1.0	0.227	InParanoid9
YHR104W	GRE3	P38715	AKR1C1	Q04828	m:n	799	223	1.0	0.232	InParanoid9
YHR104W	GRE3	P38715	AKR1E2	Q96JD6	m:n	799	223	1.0	0.337	InParanoid9
YBR192W	RIM2	P38127	SLC25A36	Q96CQ1	m:n	800	223	1.0	1.0	InParanoid9
YBR192W	RIM2	P38127	SLC25A33	Q9BSK2	m:n	800	223	1.0	0.384	InParanoid9
YBL087C	RPL23A	P0CX41	RPL23	P62829	m:n	801	223	1.0	1.0	InParanoid9
YER117W	RPL23B	P0CX42	RPL23	P62829	m:n	801	223	1.0	1.0	InParanoid9
YEL024W	RIP1	P08067	UQCRFS1P1	P0C7P4	m:n	802	223	1.0	0.966	InParanoid9
YEL024W	RIP1	P08067	UQCRFS1	P47985	m:n	802	223	1.0	1.0	InParanoid9
YML093W	UTP14	Q04500	UTP14C	Q5TAP6	m:n	803	223	1.0	1.0	InParanoid9
YML093W	UTP14	Q04500	UTP14A	Q9BVJ6	m:n	803	223	1.0	0.852	InParanoid9
YGR207C	CIR1	P42940	ETFB	P38117	1:1	804	223	1.0	1.0	InParanoid9
YOR212W	STE4	P18851	GNB5	O14775	m:n	805	222	1.0	1.0	InParanoid9
YOR212W	STE4	P18851	GNB3	P16520	m:n	805	222	1.0	0.095	InParanoid9
YOR212W	STE4	P18851	GNB1	P62873	m:n	805	222	1.0	0.103	InParanoid9
YOR212W	STE4	P18851	GNB2	P62879	m:n	805	222	1.0	0.051	InParanoid9
YOR212W	STE4	P18851	GNB4	Q9HAV0	m:n	805	222	1.0	0.081	InParanoid9
YLR405W	DUS4	Q06063	DUS4L	O95620	1:1	806	222	1.0	1.0	InParanoid9
YML010W	SPT5	P27692	SUPT5H	O00267	1:1	807	222	1.0	1.0	InParanoid9
YNR030W	ALG12	P53730	ALG12	Q9BV10	1:1	808	222	1.0	1.0	InParanoid9
YOR274W	MOD5	P07884	TRIT1	Q9H3H1	1:1	809	222	1.0	1.0	InParanoid9
YGR003W	CUL3	P53202	CUL3	Q13618	m:n	810	221	1.0	1.0	InParanoid9
YGR003W	CUL3	P53202	CUL4A	Q13619	m:n	810	221	1.0	0.214	InParanoid9
YGR003W	CUL3	P53202	CUL4B	Q13620	m:n	810	221	1.0	0.217	InParanoid9
YPL218W	SAR1	P20606	SAR1A	Q9NR31	m:n	811	221	1.0	0.834	InParanoid9
YPL218W	SAR1	P20606	SAR1B	Q9Y6B6	m:n	811	221	1.0	1.0	InParanoid9
YGL143C	MRF1	P30775	MTRF1	O75570	m:n	812	221	1.0	0.191	InParanoid9
YGL143C	MRF1	P30775	MTRF1L	Q9UGC7	m:n	812	221	1.0	1.0	InParanoid9
YJL100W	LSB6	P42951	PI4K2B	Q8TCG2	m:n	813	221	1.0	1.0	InParanoid9
YJL100W	LSB6	P42951	PI4K2A	Q9BTU6	m:n	813	221	1.0	0.438	InParanoid9
YKL013C	ARC19	P33204	ARPC4	P59998	1:1	814	221	1.0	1.0	InParanoid9
YHR011W	DIA4	P38705	SARS2	Q9NP81	1:1	815	221	1.0	1.0	InParanoid9
YJL176C	SWI3	P32591	SMARCC2	Q8TAQ2	m:n	816	220	1.0	0.596	InParanoid9
YJL176C	SWI3	P32591	SMARCC1	Q92922	m:n	816	220	1.0	1.0	InParanoid9
YPL069C	BTS1	Q12051	GGPS1	O95749	1:1	817	220	1.0	1.0	InParanoid9
YLR222C	UTP13	Q05946	TBL3	Q12788	1:1	818	220	1.0	1.0	InParanoid9
YPL211W	NIP7	Q08962	NIP7	Q9Y221	1:1	819	220	1.0	1.0	InParanoid9
YGR083C	GCD2	P12754	EIF2B4	Q9UI10	1:1	820	219	1.0	1.0	InParanoid9
YML110C	COQ5	P49017	COQ5	Q5HYK3	1:1	821	219	1.0	1.0	InParanoid9
YDR105C	TMS1	Q12116	SERINC3	Q13530	m:n	822	218	1.0	1.0	InParanoid9
YDR105C	TMS1	Q12116	SERINC5	Q86VE9	m:n	822	218	1.0	0.055	InParanoid9
YDR105C	TMS1	Q12116	SERINC2	Q96SA4	m:n	822	218	1.0	0.322	InParanoid9
YDR105C	TMS1	Q12116	SERINC1	Q9NRX5	m:n	822	218	1.0	0.456	InParanoid9
YPL111W	CAR1	P00812	ARG1	P05089	m:n	823	218	1.0	1.0	InParanoid9
YPL111W	CAR1	P00812	ARG2	P78540	m:n	823	218	1.0	0.414	InParanoid9
YPL117C	IDI1	P15496	IDI1	Q13907	m:n	824	218	1.0	1.0	InParanoid9
YPL117C	IDI1	P15496	IDI2	Q9BXS1	m:n	824	218	1.0	0.386	InParanoid9
YBR084C-A	RPL19A	P0CX82	RPL19	P84098	m:n	825	218	1.0	1.0	InParanoid9
YBL027W	RPL19B	P0CX83	RPL19	P84098	m:n	825	218	1.0	1.0	InParanoid9
YER110C	KAP123	P40069	IPO4	Q8TEX9	1:1	826	218	1.0	1.0	InParanoid9
YAL025C	MAK16	P10962	MAK16	Q9BXY0	1:1	827	218	1.0	1.0	InParanoid9
YMR061W	RNA14	P25298	CSTF3	Q12996	1:1	828	218	1.0	1.0	InParanoid9
YNL189W	SRP1	Q02821	KPNA3	O00505	m:n	829	216	1.0	1.0	InParanoid9
YNL189W	SRP1	Q02821	KPNA4	O00629	m:n	829	216	1.0	0.796	InParanoid9
YNL189W	SRP1	Q02821	KPNA5	O15131	m:n	829	216	1.0	0.085	InParanoid9
YNL189W	SRP1	Q02821	KPNA2	P52292	m:n	829	216	1.0	0.103	InParanoid9
YDR450W	RPS18A	P0CX55	RPS18	P62269	m:n	830	216	1.0	1.0	InParanoid9
YML026C	RPS18B	P0CX56	RPS18	P62269	m:n	830	216	1.0	1.0	InParanoid9
YBL079W	NUP170	P38181	NUP155	O75694	m:n	831	216	1.0	1.0	InParanoid9
YER105C	NUP157	P40064	NUP155	O75694	m:n	831	216	0.32	1.0	InParanoid9
YJL062W	LAS21	P40367	PIGG	Q5H8A4	1:1	832	216	1.0	1.0	InParanoid9
YPR176C	BET2	P20133	RABGGTB	P53611	1:1	833	216	1.0	1.0	InParanoid9
YMR012W	CLU1	Q03690	CLUH	O75153	1:1	834	216	1.0	1.0	InParanoid9
YDL159W	STE7	P06784	MAP2K2	P36507	m:n	835	215	1.0	0.734	InParanoid9
YDL159W	STE7	P06784	MAP2K1	Q02750	m:n	835	215	1.0	1.0	InParanoid9
YMR223W	UBP8	P50102	USP27X	A6NNY8	m:n	836	215	1.0	0.578	InParanoid9
YMR223W	UBP8	P50102	USP51	Q70EK9	m:n	836	215	1.0	0.607	InParanoid9
YMR223W	UBP8	P50102	USP22	Q9UPT9	m:n	836	215	1.0	1.0	InParanoid9
YHR057C	CPR2	P23285	PPIB	P23284	m:n	837	214	0.057	1.0	InParanoid9
YHR057C	CPR2	P23285	PPIC	P45877	m:n	837	214	0.057	0.302	InParanoid9
YDR304C	CPR5	P35176	PPIB	P23284	m:n	837	214	1.0	1.0	InParanoid9
YDR304C	CPR5	P35176	PPIC	P45877	m:n	837	214	1.0	0.302	InParanoid9
YKR026C	GCN3	P14741	EIF2B1	Q14232	1:1	838	214	1.0	1.0	InParanoid9
YPL227C	ALG5	P40350	ALG5	Q9Y673	1:1	839	214	1.0	1.0	InParanoid9
YHR001W	OSH7	P38755	OSBPL9	Q96SU4	m:n	840	213	1.0	1.0	InParanoid9
YHR001W	OSH7	P38755	OSBPL11	Q9BXB4	m:n	840	213	1.0	1.0	InParanoid9
YHR001W	OSH7	P38755	OSBPL10	Q9BXB5	m:n	840	213	1.0	0.447	InParanoid9
YKR003W	OSH6	Q02201	OSBPL9	Q96SU4	m:n	840	213	1.0	1.0	InParanoid9
YKR003W	OSH6	Q02201	OSBPL11	Q9BXB4	m:n	840	213	1.0	1.0	InParanoid9
YKR003W	OSH6	Q02201	OSBPL10	Q9BXB5	m:n	840	213	1.0	0.447	InParanoid9
