systematic	common	uniprot	seq_len
YOR130C	ORT1	Q12375	292
YGR066C	GID10	P53242	292
YPL052W	OAZ1	Q02803	292
YOR344C	TYE7	P33122	291
YKR055W	RHO4	Q00246	291
YDR130C	FIN1	Q03898	291
YOL077C	BRX1	Q08235	291
YHR014W	SPO13	P23624	291
YBR152W	SPP381	P38282	291
YHR133C	NSG1	P38837	291
YHR209W	CRG1	P38892	291
YLR351C	NIT3	P49954	291
YLR003C	CMS1	Q07897	291
YDL129W	YDL129W	Q07555	291
YPL232W	SSO1	P32867	290
YNL075W	IMP4	P53941	290
YGR109W-A	TY3A-G	Q12173	290
YLR132C	USB1	Q12208	290
YOR311C	DGK1	Q12382	290
YIL082W	TY3A-I	Q99219	290
YBR101C	FES1	P38260	290
YGR205W	TDA10	P42938	290
YCR016W	YCR016W	P25617	290
YGR021W	YGR021W	P53212	290
YNR064C	YNR064C	P53750	290
YML003W	YML003W	P0CF16	290
YOR385W	YOR385W	Q08909	290
YAL034W-A	MTW1	P39731	289
YNL159C	ASI2	P53895	289
YDR284C	DPP1	Q05521	289
YFL028C	CAF16	P43569	289
YOL080C	REX4	Q08237	289
YFR032C	RRT5	P43607	289
YGL232W	TAN1	P53072	289
YPL117C	IDI1	P15496	288
YOR362C	PRE10	P21242	288
YOR036W	PEP12	P32854	288
YGR239C	PEX21	P50091	288
YPR093C	ASR1	Q06834	288
YGR147C	NAT2	P37293	288
YJR155W	AAD10	P47182	288
YGL221C	NIF3	P53081	288
YBR011C	IPP1	P00817	287
YIL034C	CAP2	P13517	287
YPR103W	PRE2	P30656	287
YGR132C	PHB1	P40961	287
YFL034C-B	MOB2	P43563	287
YJL160C	PIR5	P46999	287
YGL057C	GEP7	P53171	287
YMR043W	MCM1	P11746	286
YOR194C	TOA1	P32773	286
YBR002C	RER2	P35196	286
YMR149W	SWP1	Q02795	286
YDR313C	PIB1	Q06651	286
YDL201W	TRM8	Q12009	286
YOR281C	PLP2	Q12017	286
YDR337W	MRPS28	P21771	286
YER023W	PRO3	P32263	286
YML025C	YML6	P51998	286
YPL237W	SUI3	P09064	285
YER083C	GET2	P40056	285
YIL050W	PCL7	P40186	285
YLR136C	TIS11	P47977	285
YLR404W	SEI1	Q06058	285
YOR040W	GLO4	Q12320	285
YNL286W	CUS2	P53830	285
YMR069W	NAT4	Q04751	285
YDR116C	MRPL1	Q04599	285
YLR338W	OPI9	O94084	285
YIL043C	CBR1	P38626	284
YLR079W	SIC1	P38634	284
YOR174W	MED4	Q12343	284
YMR087W	YMR087W	Q04299	284
YDR106W	ARP10	Q04549	284
YNL003C	PET8	P38921	284
YNL320W	YNL320W	P42840	284
YNL033W	YNL033W	P53964	284
YNL019C	YNL019C	P53975	284
YPL156C	PRM4	Q12498	284
YFL021C-A	YFL021C-A	A0A023PXK7	284
YNL055C	POR1	P04840	283
YCR010C	ADY2	P25613	283
YHR160C	PEX18	P38855	283
YDR472W	TRS31	Q03337	283
YDL142C	CRD1	Q07560	283
YOR106W	VAM3	Q12241	283
YGL128C	CWC23	P52868	283
YDR361C	BCP1	Q06338	283
YKR046C	PET10	P36139	283
YJR111C	PXP2	P47148	283
YGR053C	YGR053C	P53234	283
YHR012W	VPS29	P38759	282
YHR090C	YNG2	P38806	282
YNR002C	ATO2	P32907	282
YKR025W	RPC37	P36121	282
YEL005C	VAB2	P40003	282
YJR096W	YJR096W	P47137	282
YOR104W	PIN2	Q12057	282
YEL009C	GCN4	P03069	281
YDL006W	PTC1	P35182	281
YFR027W	ECO1	P43605	281
YNL032W	SIW14	P53965	281
YNL252C	MRPL17	P36528	281
YIL114C	POR2	P40478	281
YDR315C	IPK1	Q06667	281
YPL033C	SRL4	Q03085	281
YJL203W	PRP21	P32524	280
YBR187W	GDT1	P38301	280
YML041C	VPS71	Q03433	280
YLR284C	ECI1	Q05871	280
YBL010C	LAA2	P32788	280
YPL076W	GPI2	P46961	280
YHR067W	HTD2	P38790	280
YGL224C	SDT1	P53078	280
YNL289W	PCL1	P24867	279
YJL115W	ASF1	P32447	279
YBR257W	POP4	P38336	279
YEL018W	EAF5	P39995	279
YML014W	TRM9	P49957	279
YGL005C	COG7	P53195	279
YLL023C	POM33	Q12164	279
YLR393W	ATP10	P18496	279
YJR116W	TDA4	P47153	279
YKL095W	YJU2	P28320	278
YHR192W	LNP1	P38878	278
YGL019W	CKB1	P43639	278
YKL055C	OAR1	P35731	278
YBR185C	MBA1	P38300	278
YDR087C	RRP1	P35178	278
YBR146W	MRPS9	P38120	278
YGR026W	YGR026W	P53217	278
YOR255W	OSW1	Q08692	278
YLR290C	COQ11	Q05892	277
YOL088C	MPD2	Q99316	277
YPR116W	RRG8	Q06109	277
YKL023W	YKL023W	P36103	277
YBR165W	UBS1	P38290	277
YPR027C	YPR027C	Q12079	277
YDL186W	YDL186W	P48568	277
YER026C	CHO1	P08456	276
YLR199C	PBA1	Q05778	276
YJL174W	KRE9	P39005	276
YGL096W	TOS8	P53147	276
YCR047C	BUD23	P25627	275
YDL051W	LHP1	P33399	275
YAR008W	SEN34	P39707	275
YDR384C	ATO3	Q12359	275
YOR278W	HEM4	P06174	275
YBR213W	MET8	P15807	274
YPL094C	SEC62	P21825	274
YER116C	SLX8	P40072	274
YNL155W	CUZ1	P53899	274
YDR429C	TIF35	Q04067	274
YDR503C	LPP1	Q04396	274
YDR272W	GLO2	Q05584	274
YDR319C	YFT2	Q06676	274
YOR145C	PNO1	Q99216	274
YFR052W	RPN12	P32496	274
YKR060W	UTP30	P36144	274
YGL085W	LCL3	P53153	274
YLR412W	BER1	Q06688	274
YMR178W	FPY1	Q03219	274
YLR271W	YLR271W	Q06152	274
YNL312W	RFA2	P26754	273
YDR099W	BMH2	P34730	273
YLR150W	STM1	P39015	273
YMR312W	ELP6	Q04868	273
YML105C	SEC65	P29478	273
YGL050W	TYW3	P53177	273
YPL196W	OXR1	Q08952	273
YKR030W	GMH1	P36125	273
YLR064W	PER33	Q12144	273
YDL086W	YDL086W	Q07505	273
YPL162C	YPL162C	Q12042	273
YGR152C	RSR1	P13856	272
YGL154C	LYS5	P50113	272
YLR243W	GPN3	Q06543	272
YDR262W	YDR262W	Q12331	272
YNR068C	YNR068C	P53754	272
YJL210W	PEX2	P32800	271
YKR043C	SHB17	P36136	271
YJL178C	ATG27	P46989	271
YGR280C	PXR1	P53335	271
YOR180C	DCI1	Q08558	271
YOL009C	MDM12	Q92328	271
YKL208W	CBT1	P36038	271
YGR042W	YGR042W	P53227	271
YHL049C	YHL049C	P38722	271
YNL210W	MER1	P16523	270
YBL095W	MRX3	P38172	270
YNL108C	YNL108C	P53929	270
YLR046C	YLR046C	Q12253	270
YNL050C	YNL050C	P53952	270
Q0275	COX3	P00420	269
YHR134W	WSS1	P38838	269
YAL039C	CYC3	P06182	269
YKR034W	DAL80	P26343	269
YGR220C	MRPL9	P31334	269
YJR144W	MGM101	P32787	269
YIL011W	TIR3	P40552	269
YLR059C	REX2	P54964	269
YLR128W	DCN1	Q12395	269
YKL007W	CAP1	P28495	268
YHR200W	RPN10	P38886	268
YOR115C	TRS33	Q99394	268
YPL241C	CIN2	P46670	268
YPR009W	SUT2	Q12286	268
YDL049C	KNH1	P50112	268
YPR134W	MSS18	P08593	268
YOR062C	YOR062C	P36025	268
YEL021W	URA3	P03962	267
YPR183W	DPM1	P14020	267
YER177W	BMH1	P29311	267
YEL019C	MMS21	P38632	267
YMR226C	YMR226C	Q05016	267
YKL206C	ADD66	P36040	267
YER180C	ISC10	P32645	267
YFL013W-A	YFL013W-A	Q03187	267
YAL037W	YAL037W	P39728	267
YLL041C	SDH2	P21801	266
YFR050C	PRE4	P30657	266
YGL174W	BUD13	P46947	266
YDL043C	PRP11	Q07350	266
YIL070C	MAM33	P40513	266
YJR101W	RSM26	P47141	266
YOR280C	FSH3	Q99369	266
YGL237C	HAP2	P06774	265
YCR009C	RVS161	P25343	265
YGR106C	VOA1	P53262	265
YDR152W	GIR2	Q03768	265
YLR192C	HCR1	Q05775	265
YDL111C	RRP42	Q12277	265
YLR102C	APC9	Q12107	265
YOR220W	RCN2	Q12044	265
YIR016W	YIR016W	P40572	265
YGL117W	YGL117W	P53133	265
YNL246W	VPS75	P53853	264
YKR006C	MRPL13	Q02204	264
YLR329W	REC102	Q02721	264
YIL093C	RSM25	P40496	264
YDR405W	MRP20	P32387	263
YIR036C	IRC24	P40580	263
YLR414C	PUN1	Q06991	263
YGR161C	RTS3	P53289	263
YCL002C	YCL002C	P25565	263
YLR030W	YLR030W	Q07967	263
YGR120C	COG2	P53271	262
YPL246C	RBD2	Q12270	262
YMR084W	YMR084W	A2P2R3	262
YHR167W	THP2	O13539	261
YJR145C	RPS4A	P0CX35	261
YHR203C	RPS4B	P0CX36	261
YOR157C	PUP1	P25043	261
YBL064C	PRX1	P34227	261
YER126C	NSA2	P40078	261
YGR262C	BUD32	P53323	261
YDL087C	LUC7	Q07508	261
YPR167C	MET16	P18408	261
YAL027W	SAW1	P39735	261
YDR428C	BNA7	Q04066	261
YLR285W	NNT1	Q05874	261
YIL020C	HIS6	P40545	261
YGR207C	CIR1	P42940	261
YNL195C	YNL195C	P40168	261
YJR011C	YJR011C	P47086	261
YGR253C	PUP2	P32379	260
YLR201C	COQ9	Q05779	260
YCR075C	ERS1	P17261	260
YPL163C	SVS1	Q12254	260
YCL068C	YCL068C	P25593	260
Q0085	ATP6	P00854	259
YAL009W	SPO7	P18410	259
YCL010C	SGF29	P25554	259
YLR323C	CWC24	P53769	259
YNL168C	FMP41	P53889	259
YGR115C	YGR115C	P53269	259
YBR088C	POL30	P15873	258
YGR135W	PRE9	P23638	258
YCL047C	POF1	P25576	258
YCR059C	YIH1	P25637	258
YOR039W	CKB2	P38930	258
YPL127C	HHO1	P53551	258
YMR193W	MRPL24	P36525	258
YOR095C	RKI1	Q12189	258
YNL228W	YNL228W	P53862	258
YOR060C	SLD7	Q08457	257
YBL036C	YBL036C	P38197	257
YBL043W	ECM13	P38195	257
YJL043W	YJL043W	P47053	257
YHL033C	RPL8A	P17076	256
YLL045C	RPL8B	P29453	256
YPR060C	ARO7	P32178	256
YEL051W	VMA8	P32610	256
YKL040C	NFU1	P32860	256
YMR200W	ROT1	Q03691	256
YOR152C	ATG40	Q99325	256
YCL005W	LDB16	P25587	256
YKL071W	YKL071W	P36086	256
YHR022C	YHR022C	P38763	256
YNR040W	YNR040W	P53736	256
YAL014C	SYN8	P31377	255
YLR441C	RPS1A	P33442	255
YML063W	RPS1B	P23248	255
YNL314W	DAL82	P21705	255
YGR248W	SOL4	P53315	255
YMR157C	AIM36	Q03798	255
YBR157C	ICS2	P38284	255
YFL045C	SEC53	P07283	254
YFR031C-A	RPL2A	P0CX45	254
YIL018W	RPL2B	P0CX46	254
YER011W	TIR1	P10863	254
YGL123W	RPS2	P25443	254
YOL038W	PRE6	P40303	254
YNL148C	ALF1	P53904	254
YLR194C	NCW2	Q05777	254
YOR004W	UTP23	Q12339	254
YER153C	PET122	P10355	254
YLR165C	PUS5	Q06244	254
YIR035C	NRE1	P40579	254
YPL124W	SPC29	P33419	253
YIL049W	DFG10	P40526	253
YLR093C	NYV1	Q12255	253
YKL207W	EMC3	P36039	253
YLR312W-A	MRPL15	P36523	253
YPL159C	PET20	Q99373	253
YGL011C	SCL1	P21243	252
YGR214W	RPS0A	P32905	252
YLR048W	RPS0B	P46654	252
YLR186W	EMG1	Q06287	252
YPR158W	CUR1	Q06469	252
YJL066C	MPM1	P40364	252
Q0250	COX2	P00410	251
YNL151C	RPC31	P17890	251
YGR006W	PRP18	P33411	251
YOR010C	TIR2	P33890	251
YLR126C	YLR126C	Q12288	251
YOR289W	YOR289W	Q12012	251
YML092C	PRE8	P23639	250
YER100W	UBC6	P33296	250
YKL099C	UTP11	P34247	250
YER062C	GPP2	P40106	250
YIL053W	GPP1	P41277	250
YJL035C	TAD2	P47058	250
YGR158C	MTR3	P48240	250
YGL240W	DOC1	P53068	250
YDR098C	GRX3	Q03835	250
YLL027W	ISA1	Q07821	250
YLR022C	SDO1	Q07953	250
YPR143W	RRP15	Q06511	250
YLR052W	IES3	Q12345	250
YCR076C	FUB1	P25659	250
YIR001C	SGN1	P40561	250
YKR041W	YKR041W	P36134	250
YMR038C	CCS1	P40202	249
YDL202W	MRPL11	P36521	249
YHR163W	SOL3	P38858	249
YNR009W	NRM1	P53718	249
YER039C	HVG1	P0CE11	249
YOL154W	ZPS1	Q12512	249
YLL046C	RNP1	P32385	249
YDR050C	TPI1	P00942	248
YGR172C	YIP1	P53039	248
YOR213C	SAS5	Q99314	248
YML113W	DAT1	P13483	248
YGR001C	EFM5	P53200	248
YPL107W	YPL107W	Q02873	248
YKL152C	GPM1	P00950	247
YCR004C	YCP4	P25349	247
YGL061C	DUO1	P53168	247
YJR113C	RSM7	P47150	247
YLL038C	ENT4	Q07872	247
YCL076W	YCL076W	P25602	247
YPR015C	YPR015C	Q12531	247
YKL130C	SHE2	P36068	246
YGR195W	SKI6	P46948	246
YDR174W	HMO1	Q03973	246
YKR091W	SRL3	P36167	246
YHR043C	DOG2	P38773	246
YNL200C	NNR1	P40165	246
YHR044C	DOG1	P38774	246
YNL024C	EFM6	P53970	246
YOL032W	OPI10	Q08202	246
YAL049C	AIM2	P39721	246
YBR107C	IML3	P38265	245
YIL139C	REV7	P38927	245
YML064C	TEM1	P38987	245
YGL098W	USE1	P53146	245
YPR016C	TIF6	Q12522	245
YIR018W	YAP5	P40574	245
YOL028C	YAP7	Q08182	245
YJL055W	YJL055W	P47044	245
YPL027W	SMA1	Q02651	245
YPL078C	ATP4	P05626	244
YGL076C	RPL7A	P05737	244
YLR078C	BOS1	P25385	244
YER174C	GRX4	P32642	244
YPL129W	TAF14	P35189	244
YKL154W	SRP102	P36057	244
YER120W	SCS2	P40075	244
YPL198W	RPL7B	Q12213	244
YBR153W	RIB7	P33312	244
YJR024C	MDE1	P47095	244
YLR301W	HRI1	Q05905	244
YIR030C	DCG1	P32460	244
YER182W	FMP10	P40098	244
YIR020C-B	YIR020C-B	Q03888	244
YGR267C	FOL2	P51601	243
YHR049W	FSH1	P38777	243
YHR127W	YHR127W	P38833	243
YOR284W	HUA2	Q12134	243
YDR538W	PAD1	P33751	242
YPL065W	VPS28	Q02767	242
YGR057C	LST7	P53237	242
YGR075C	PRP38	Q00723	242
YOR358W	HAP5	Q02516	242
YLR376C	PSY3	Q12318	242
YIR014W	VLD1	P40570	242
YOR305W	RRG7	Q08774	242
YBL041W	PRE7	P23724	241
YGR136W	LSB1	P53281	241
YNL010W	PYP1	P53981	241
YPL024W	RMI1	Q02685	241
YDR196C	CAB5	Q03941	241
YGL250W	RMR1	P53060	241
YLR411W	CTR3	Q06686	241
YNL178W	RPS3	P05750	240
YER148W	SPT15	P13393	240
YLR025W	SNF7	P39929	240
YNL129W	NRK1	P53915	240
YOL142W	RRP40	Q08285	240
YLR326W	YLR326W	Q06170	240
YPL199C	NBR9	Q08954	240
YPL077C	YPL077C	Q02831	240
YKL096W	CWP1	P28319	239
YDR410C	STE14	P32584	239
YJR135C	MCM22	P47167	239
YGR036C	CAX4	P53223	239
YGR247W	CPD1	P53314	239
YGR033C	TIM21	P53220	239
YCR007C	DFP3	P25354	239
YMR063W	RIM9	Q04734	239
YHR140W	YHR140W	P38842	239
YER188W	YER188W	P40103	239
YLR390W-A	CCW14	O13547	238
YHR013C	ARD1	P07347	238
YFL031W	HAC1	P41546	238
YDL059C	RAD59	Q12223	238
YJL063C	MRPL8	P22353	238
YBR242W	YBR242W	P38331	238
YOR126C	IAH1	P41734	238
YJL121C	RPE1	P46969	238
YNL099C	OCA1	P50946	238
YPL213W	LEA1	Q08963	238
YDR383C	NKP1	Q12493	238
YBR256C	RIB5	P38145	238
YMR156C	TPP1	Q03796	238
YPR202W	YPR202W	Q08993	238
YBR070C	ALG14	P38242	237
YGR024C	THG1	P53215	237
YDR533C	HSP31	Q04432	237
YPL280W	HSP32	Q08992	237
YMR134W	ERG29	P40207	237
YOL110W	SHR5	P41912	237
YGL053W	PRM8	P53174	237
YMR188C	MRPS17	Q03246	237
YMR322C	SNO4	Q04902	237
YOR391C	HSP33	Q08914	237
YHR185C	PFS1	P38872	237
YFR043C	IRC6	P43615	237
YNR057C	BIO4	P53630	237
YPL090C	RPS6A	P0CX37	236
YBR181C	RPS6B	P0CX38	236
YKL009W	MRT4	P33201	236
YOL147C	PEX11	Q12462	236
YJR099W	YUH1	P35127	236
YDR162C	NBP2	Q12163	236
YOR214C	SPR2	Q12282	236
YKL033W-A	YKL033W-A	Q86ZR7	236
YPL275W	FDH2	P0CF35	236
YJR056C	YJR056C	P47115	236
YIR042C	YIR042C	P40586	236
YJR050W	ISY1	P21374	235
YGL198W	YIP4	P53093	235
YGL020C	GET1	P53192	235
Q0160	SCEI	P03882	235
YHL044W	DFP4	P38727	235
YAR027W	UIP3	P39547	235
YDR412W	RRP17	Q04031	235
YDR149C	YDR149C	A0A023PXH9	235
YIL161W	YIL161W	P40449	235
YDR275W	BSC2	Q05611	235
YIL152W	YIL152W	P40455	235
YKR014C	YPT52	P36018	234
YAR033W	MST28	P39552	234
YER010C	YER010C	P40011	234
YMR314W	PRE5	P40302	234
YNL100W	MIC27	P50945	234
YGL051W	MST27	P53176	234
YJL192C	SOP4	P39543	234
YAR028W	KTD1	P39548	234
YIR038C	GTT1	P40582	234
YLR250W	SSP120	P39931	234
YGR167W	CLC1	P17891	233
YOR332W	VMA4	P22203	233
YOR125C	CAT5	P41735	233
YJL148W	RPA34	P47006	233
YGR235C	MIC26	P50087	233
YPL002C	SNF8	Q12483	233
YHR008C	SOD2	P00447	233
YEL057C	SDD1	P39983	233
YLL060C	GTT2	Q12390	233
YGR271C-A	EFG1	Q3E705	233
YJL195C	YJL195C	P39541	233
YKL002W	DID4	P36108	232
YBR261C	TAE1	P38340	232
YOR111W	YOR111W	Q99210	232
YER163C	GCG1	P32656	232
YBL038W	MRPL16	P38064	232
YDR020C	DAS2	Q12084	232
YOR077W	RTS2	P40962	232
YFR020W	CSS2	P43600	232
YDR391C	IAT4	Q04170	232
YIL118W	RHO3	Q00245	231
YDR043C	NRG1	Q03125	231
YLR298C	YHC1	Q05900	231
YDL010W	GRX6	Q12438	231
YOL149W	DCP1	Q12517	231
YER002W	NOP16	P40007	231
YBR111C	YSA1	Q01976	231
YHR122W	YHR122W	P38829	231
YEL072W	RMD6	P39975	231
YER004W	FMP52	P40008	231
YLR168C	UPS2	P35200	230
YDR183W	PLP1	Q04004	230
YHR038W	RRF1	P38771	230
YLL033W	IRC19	Q07843	230
YOR283W	YOR283W	Q12040	230
YOL102C	TPT1	Q12272	230
YBR096W	YBR096W	P38256	230
YIR043C	YIR043C	P40587	230
YGR126W	YGR126W	P53274	230
YKL049C	CSE4	P36012	229
YDR486C	VPS60	Q03390	229
YDL069C	CBS1	P14066	229
YHR071W	PCL5	P38794	229
YIL064W	EFM4	P40516	229
YMR311C	GLC8	P41818	229
YNL038W	GPI15	P53961	229
YBR035C	PDX3	P38075	228
YOR232W	MGE1	P38523	228
YHR181W	SVP26	P38869	228
YOR295W	UAF30	Q08747	228
YGR232W	NAS6	P50086	228
YLR407W	YLR407W	Q06070	228
YEL038W	UTR4	P32626	227
YJL158C	CIS3	P47001	227
YNR020C	ATP23	P53722	227
YMR271C	URA10	P30402	227
YLR118C	YLR118C	Q12354	227
YMR090W	YMR090W	Q04304	227
YER139C	RTR1	P40084	226
YNL107W	YAF9	P53930	226
YLR211C	ATG38	Q05789	226
YDR296W	MHR1	Q06630	226
YDR381W	YRA1	Q12159	226
YML106W	URA5	P13298	226
YMR233W	TRI1	Q05024	226
YGL166W	CUP2	P15315	225
YER170W	ADK2	P26364	225
YJR123W	RPS5	P26783	225
YFL061W	DDI2	P0CH63	225
YNL335W	DDI3	P0CH64	225
YDR304C	CPR5	P35176	225
YDL213C	NOP6	Q07623	225
YDL018C	ERP3	Q12403	225
YEL001C	IRC22	P40006	225
YGR201C	YGR201C	P42936	225
YGL152C	YGL152C	P53113	225
YKL041W	VPS24	P36095	224
YNR018W	RCF2	P53721	224
YMR095C	SNO1	Q03144	224
YDR468C	TLG1	Q03322	224
YJL037W	IRC18	P47056	224
YDR007W	TRP1	P00912	224
YMR161W	HLJ1	P48353	224
YKL087C	CYT2	Q00873	224
YLR040C	AFB1	Q07988	224
YDR067C	OCA6	Q12454	224
YDR476C	YDR476C	Q03362	224
YOL046C	YOL046C	Q08216	224
YBR193C	MED8	P38304	223
YER031C	YPT31	P38555	223
YHL031C	GOS1	P38736	223
YGR095C	RRP46	P53256	223
YDL139C	SCM3	Q12334	223
YDR078C	SHU2	P38957	223
YPL130W	SPO19	Q03029	223
YMR222C	FSH2	Q05015	223
YDL169C	UGX2	P32772	223
YDR226W	ADK1	P07170	222
YMR202W	ERG2	P32352	222
YNR017W	TIM23	P32897	222
YGL210W	YPT32	P51996	222
YGR038W	ORM1	P53224	222
YOL135C	MED7	Q08278	222
YPL121C	MEI5	P32489	222
YFL060C	SNO3	P43544	222
YNL334C	SNO2	P53823	222
YCR051W	YCR051W	P25631	222
YJL140W	RPB4	P20433	221
YER018C	SPC25	P40014	221
YLR075W	RPL10	P41805	221
YNL036W	NCE103	P53615	221
YDR140W	MTQ2	Q03920	221
YDR399W	HPT1	Q04178	221
YMR077C	VPS20	Q04272	221
YDR367W	KEI1	Q06346	221
YFR008W	FAR7	P43592	221
YCR018C	SRD1	P09007	221
YPR174C	CSA1	Q06616	221
YPR113W	PIS1	P06197	220
YBL093C	ROX3	P25046	220
YNL110C	NOP15	P53927	220
YOR202W	HIS3	P06633	220
YOR185C	GSP2	P32836	220
YNL093W	YPT53	P36019	220
YBR066C	NRG2	P38082	220
YIL007C	NAS2	P40555	220
YLR221C	RSA3	Q05942	220
YLR178C	TFS1	P14306	219
YLR293C	GSP1	P32835	219
YDR246W	TRS23	Q03784	219
YAR002C-A	ERP1	Q05359	219
YOR064C	YNG1	Q08465	219
YBL040C	ERD2	P18414	219
YJL038C	LOH1	P47055	219
YGL183C	MND1	P53102	219
YDR302W	GPI11	Q06636	219
YKL142W	MRP8	P35719	219
YNR061C	YNR061C	P53747	219
YJL118W	YJL118W	P47022	219
YEL012W	UBC8	P28263	218
YDR236C	FMN1	Q03778	218
YER063W	THO1	P40040	218
YJR074W	MOG1	P47123	218
YGL079W	KXD1	P53158	218
YLR363C	NMD4	Q12129	218
YOR131C	YOR131C	Q12486	218
YPL220W	RPL1A	P0CX43	217
YGL135W	RPL1B	P0CX44	217
YJL097W	PHS1	P40857	217
YMR197C	VTI1	Q04338	217
YOR258W	HNT3	Q08702	217
YNL306W	MRPS18	P42847	217
YLR051C	FCF2	Q12035	217
YBR197C	YBR197C	P38306	217
YGR153W	YGR153W	P48238	217
YJR057W	CDC8	P00572	216
YHR128W	FUR1	P18562	216
YKL117W	SBA1	P28707	216
YGL037C	PNC1	P53184	216
YLR350W	ORM2	Q06144	216
YIR024C	INA22	P40576	216
YGL002W	ERP6	P53198	216
YPL233W	NSL1	Q12143	216
YFR036W-A	YFR036W-A	A0A023PZD0	216
YEL076C-A	YEL076C-A	P0CX16	216
YLR464W	YLR464W	P0CX17	216
YEL076C	YEL076C	P39971	216
YGL218W	YGL218W	P53084	216
YHR137C-A	YHR137C-A	Q8TGN6	216
YFL005W	SEC4	P07560	215
YEL024W	RIP1	P08067	215
YBR154C	RPB5	P20434	215
YDR177W	UBC1	P21734	215
YJL001W	PRE3	P38624	215
YAL007C	ERP2	P39704	215
YIL010W	DOT5	P40553	215
YGL101W	YGK1	P53144	215
YGR129W	SYF2	P53277	215
YPR154W	PIN3	Q06449	215
YLR262C	YPT6	Q99260	215
YKL119C	VPH2	P32341	215
YBL102W	SFT2	P38166	215
YOL162W	YOL162W	P0CF19	215
YCR020C	PET18	P25362	215
YCR013C	YCR013C	P25614	215
YAL004W	YAL004W	P39703	215
YBR072W	HSP26	P15992	214
YLR268W	SEC22	P22214	214
YHR105W	YPT35	P38815	214
YOR078W	BUD21	Q08492	214
YDR408C	ADE8	P04161	214
YHR147C	MRPL6	P32904	214
YGL033W	HOP2	P53187	214
YNL213C	RRG9	P40156	214
YOL139C	CDC33	P07260	213
YHR026W	VMA16	P23968	213
YBR005W	RCR1	P38212	213
YJL072C	PSF2	P40359	213
YIL132C	CSM2	P40465	213
YMR117C	SPC24	Q04477	213
YPL166W	ATG29	Q12092	213
YLR119W	SRN2	Q99176	213
YOR319W	HSH49	Q99181	213
YOR021C	SFM1	Q12314	213
YKR035C	OPI8	P36129	213
YDL228C	YDL228C	Q07658	213
YKL144C	RPC25	P35718	212
YOL111C	MDY2	Q12285	212
YDR298C	ATP5	P09457	212
YAL059W	ECM1	P39715	212
YHR110W	ERP5	P38819	212
YFL056C	AAD6	P43547	212
YNR014W	YNR014W	P53719	212
YML053C	YML053C	Q04978	212
YBR201W	DER1	P38307	211
YML012W	ERV25	P54837	211
YOR236W	DFR1	P07807	211
YER183C	FAU1	P40099	211
YFL010C	WWM1	P43582	211
YKL159C	RCN1	P36054	211
YMR182C	RGM1	Q00453	211
YMR269W	TMA23	Q03525	211
YBR071W	YBR071W	P38243	211
YGR146C	ECL1	P48235	211
YPR071W	YPR071W	Q12346	211
YML095C	RAD10	P06838	210
YCR039C	MATALPHA2	P0CY08	210
YBR067C	TIP1	P27654	210
YHR041C	SRB2	P34162	210
YOR089C	VPS21	P36017	210
YGR081C	SLX9	P53251	210
YNR049C	MSO1	P53604	210
YDL212W	SHR3	Q02774	210
YDR003W	RCR2	Q03446	210
YOR247W	SRL1	Q08673	210
YCL067C	HMLALPHA2	P0CY09	210
YBR052C	RFS1	P38234	210
YIL167W	SDL1	P0CF22	210
YER079W	YER079W	P40052	210
YPR165W	RHO1	P06780	209
YCR027C	RHB1	P25378	209
YIL113W	SDP1	P40479	209
YPL267W	ACM1	Q08981	209
YJL170C	ASG7	P46993	209
YJR133W	XPT1	P47165	209
YML001W	YPT7	P32939	208
YER104W	RTT105	P40063	208
YPR107C	YTH1	Q06102	208
YPL178W	CBC2	Q08920	208
YDR013W	PSF1	Q12488	208
YDR487C	RIB3	Q99258	208
YBL057C	PTH2	P34222	208
YMR132C	JLP2	P40206	208
YDL217C	TIM22	Q12328	207
YOR016C	ERP4	Q12450	207
YFL046W	FMP32	P43557	207
YPL041C	MRX11	Q03079	207
YOL008W	COQ10	Q08058	207
YFL038C	YPT1	P01123	206
YJR073C	OPI3	P05375	206
YAL003W	EFB1	P32471	206
YBR171W	SEC66	P33754	206
YDR305C	HNT2	P49775	206
YNL222W	SSU72	P53538	206
YDR167W	TAF10	Q12030	206
YKL065C	YET1	P35723	206
YGL258W	VEL1	P53058	206
YIL127C	RRT14	P40470	206
YPR151C	SUE1	Q06524	206
YOR387C	YOR387C	Q08910	206
YMR245W	YMR245W	Q04019	206
YPL229W	YPL229W	Q99395	206
YER094C	PUP3	P25451	205
YHR089C	GAR1	P28007	205
YHR057C	CPR2	P23285	205
YDR231C	COX20	Q04935	205
YLR435W	TSR2	Q06672	205
YDR056C	EMC10	Q12025	205
YIL089W	YIL089W	P40500	205
YKL147C	YKL147C	P36061	205
YLR029C	RPL15A	P05748	204
YKL024C	URA6	P15700	204
YFR001W	LOC1	P43586	204
YNL190W	YNL190W	P53872	204
YMR121C	RPL15B	P54780	204
YKR035W-A	DID2	P69771	204
YLR016C	PML1	Q07930	204
YMR052W	FAR3	P46671	204
YIL158W	AIM20	P40451	204
YOR383C	FIT3	Q08907	204
YLR456W	YLR456W	Q06199	204
YKL083W	YKL083W	P36079	204
YGL200C	EMP24	P32803	203
YMR264W	CUE1	P38428	203
YDL002C	NHP10	Q03435	203
YOR294W	RRS1	Q08746	203
YKL214C	YRA2	P36036	203
